SMILES	Substrate	Mol_ID
CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7	irinotecan	mol_2928.sdf
CCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@](C4)(C#C)OC(=O)CC)C)C)C#C	2alpha,17alpha-diethynyl-A-nor-5alpha-androstane-2beta,17beta-diol dipropionate	mol_2935.sdf
CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O	oxybutynin	mol_2936.sdf
ClC(=C[C@@H]1C([C@@H]1C(=O)O[C@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(R)-cyano(6-methoxy-2-naphthyl)methyl (1R,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2937.sdf
N#C[C@@H](c1ccc2c(c1)ccc(c2)OC)OC(=O)[C@@H](c1ccc(cc1)Cl)C(C)C	(R)-cyano(6-methoxynaphthalen-2-yl)methyl (2R)-2-(4-chlorophenyl)-3-methylbutanoic acid	mol_2938.sdf
ClC(=C[C@H]1C([C@H]1C(=O)O[C@@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(S)-cyano(6-methoxy-2-naphthyl)methyl (1S,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2939.sdf
ClC(=C[C@@H]1C([C@@H]1C(=O)O[C@@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(S)-cyano(6-methoxy-2-naphthyl)methyl (1R,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2940.sdf
ClC(=C[C@H]1C([C@H]1C(=O)O[C@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(R)-cyano(6-methoxy-2-naphthyl)methyl (1S,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2941.sdf
CC1(C(C1(C)C)C(=O)OC(C1=CC2=CC=C(C=C2C=C1)OC)C#N)C	cyano(6-methoxy-2-naphthyl)methyl 2,2,3,3-tetramethylcyclopropanecarboxylate	mol_2942.sdf
ClC1=CC=C(C=C1)[C@H](C(=O)O[C@@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)C(C)C	(S)-cyano(6-methoxynaphthalen-2-yl)methyl (2R)-2-(4-chlorophenyl)-3-methylbutanoic acid	mol_2943.sdf
ClC(=CC1C(C1C(=O)OC(C1=CC(=CC=C1)OC1=CC=CC=C1)C#N)(C)C)Cl	cyano(3-phenoxyphenyl)methyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2944.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)OCC(C)(C)C)C)C=C1	2,2-dimethylpropyl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2945.sdf
C(#N)C1(C(C1(C(=O)O)CC1=CC2=CC=C(C=C2C=C1)OC)(C)C)C=C(C)C	cyano(6-methoxynaphthalen-2-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropanecarboxylic acid	mol_2946.sdf
ClC(=C[C@H]1C([C@@H]1C(=O)O[C@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(R)-cyano(6-methoxy-2-naphthyl)methyl (1R,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2947.sdf
ClC(=C[C@H]1C([C@@H]1C(=O)O[C@@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(S)-cyano(6-methoxy-2-naphthyl)methyl (1R,3S)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2948.sdf
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O	imidapril	mol_2949.sdf
ClC(=C[C@@H]1C([C@H]1C(=O)O[C@@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(S)-cyano(6-methoxy-2-naphthyl)methyl (1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2950.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(SCCCC)=O)C)C=C1	S-butyl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]ethanethioate	mol_2951.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)O[C@@H](CC)C2=CC=CC=C2)C)C=C1	(1S)-1-phenylpropyl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2952.sdf
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2	derapril	mol_2953.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)OCCCC)C)C=C1	butyl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2954.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)O[C@H](CC)C2=CC=CC=C2)C)C=C1	(1R)-1-phenylpropyl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2955.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)O[C@H](C)CC)C)C=C1	(2R)-butan-2-yl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2956.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)OCC(C)C)C)C=C1	2-methylpropyl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2957.sdf
COC(=O)C(C1CCCCN1)C2=CC=CC=C2	L-methyl phenidate	mol_2958.sdf
COC(=O)C(C1CCCCN1)C2=CC=CC=C2	D-methyl phenidate	mol_2959.sdf
ClC1=CC=C(C(=O)N2C(=C(C3=CC(=CC=C23)OC)CC(=O)O[C@@H](C)CC)C)C=C1	(2S)-butan-2-yl [1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]acetate	mol_2960.sdf
CC(OCC(OC(C)=O)COC(C)=O)=O	Triacetin	mol_2967.sdf
CCC(=O)OCC(COC(=O)CC)OC(=O)CC	tripropionin	mol_2968.sdf
O=C(OCC(COC(CCC)=O)OC(CCC)=O)CCC	tributyrin	mol_2969.sdf
C(CC)(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	4-nitrophenyl propanoate	mol_2970.sdf
ClC(=C[C@@H]1C([C@H]1C(=O)O[C@H](C1=CC2=CC=C(C=C2C=C1)OC)C#N)(C)C)Cl	(R)-cyano(6-methoxy-2-naphthyl)methyl (1S,3R)-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate	mol_2974.sdf
C(CCCCCCCCC)(=O)OCC(O)CO	1-decanoyl-rac-glycerol	mol_3037.sdf
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Oc1c(=O)oc2c(c1C)cc(c(c2)O)OC	arachidonoyl-7-hydroxy-6-methoxy-4-methylcoumarin ester	mol_3038.sdf
CCCCC/C=C\C=C\1/[C@H](C=CC1=O)C/C=C\CCCC(=O)OC(CO)CO	2-(15-deoxy-DELTA12,14-prostaglandin J2)-glycerol	mol_3039.sdf
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C	1-hexadecyl-2-acetyl-sn-glycerol-3-phosphocholine	mol_3102.sdf
C[N+](C)(C)CCOP(=O)(O)OCC(COC=O)OC=O	phosphatidylcholine	mol_1949.sdf
C1(CCC1)C(=O)OCOC=1C=C2OC=3C=C(C=CC3C3(C2=CC1)OC(C1=CC=CC=C13)=O)OCOC(=O)C1CCC1	((3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-3' 6'-diyl)bis(oxy))bis(methylene) dicyclobutanecarboxylate	mol_3104.sdf
CC1(CC1)C(=O)OCOC=1C=C2OC=3C=C(C=CC3C3(C2=CC1)OC(C1=CC=CC=C13)=O)OCOC(=O)C1(CC1)C	((3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-3' 6'-diyl)bis(oxy))bis(methylene) bis(1-methylcyclopropane-1-carboxylate)	mol_3106.sdf
CC(C(=O)OCOC=1C=C2OC=3C=C(C=CC3C3(C2=CC1)OC(C1=CC=CC=C13)=O)OCOC(C(=C)C)=O)=C	((3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-3' 6'-diyl)bis(oxy))bis(methylene) bis(2-methylacrylate)	mol_3108.sdf
C(CCCC)(=O)OC1=CC=C(C=C1)[N+](=O)[O-]	4-nitrophenyl valerate	mol_3151.sdf
CCCCCC(=O)CC(=O)N[C@H]1CCOC1=O	N-3-oxooctanoyl-L-homoserine lactone	mol_3162.sdf
C(NC(CCNC(=O)[C@@H](C(COP(O)(=O)O)(C)C)O)=O)CSC(=O)CCC	n-butyryl-pantetheine phosphate	mol_3193.sdf
CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(OCC[N+](C)(C)C)[O-])O	1-palmitoyl lysophosphatidylcholine	mol_3214.sdf
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O	myo-inositol-1,2,3,4,5,6-hexakisphosphate	mol_3305.sdf
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)O)O	1-(9Z-octadecenoyl)-sn-glycero-3-phosphate	mol_3306.sdf
C(CCCCC)(=O)OC[C@@H](O)COP(=O)(O)O	1-hexanoyl-sn-glycero-3-phosphate	mol_3307.sdf
C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)OP(=O)(O)O)OC5=C3C=CC(=C5)OP(=O)(O)O	3,6-fluorescein diphosphate	mol_3315.sdf
O=C1OC2=C(C(OP(O)(O)=O)=C(C=C2C(C)=C1)F)F	difluoromethylumbelliferyl phosphate	mol_3314.sdf
P(=O)(OC1=CC=C(C=C1)[N+](=O)[O-])(OC1=CC=C(C=C1)[N+](=O)[O-])[O-]	bis(4-nitrophenyl) phosphate	mol_3321.sdf
C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O	inositol 1,4-bisphosphate	mol_3330.sdf
P(=O)(O)(O)OC[C@H]([C@H](C=O)O)O	erythrose 4-phosphate	mol_3331.sdf
C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O	inositol-1,4-bisphosphate	mol_3333.sdf
CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O	alpha-ribazole 5'-phosphate	mol_3346.sdf
P(=O)(O)(O)OC1=CC=C(C=C1)[N+](=O)[O-]	p-nitrophenol phosphate	mol_3347.sdf
C(CCCCC)(=O)OC[C@@H](OC(CCCCC)=O)COP(=O)([O-])OCC[N+](C)(C)C	1,2-dihexanoyl-sn-glycero-3-phosphocholine	mol_3381.sdf
C(CCCCC)(=O)OC[C@@H](OC(CCCCC)=O)COP(=O)(O)OCCN	1,2-dihexanoyl-sn-glycero-3-phosphoethanolamine	mol_3382.sdf
C(CCCCC)(=O)OC[C@@H](OC(CCCCC)=O)COP(=O)(O)OC[C@H](N)C(=O)O	1,2-dihexanoyl-sn-glycero-3-phospho-L-serine	mol_3383.sdf
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC	dioleoyl-phosphatidylcholine	mol_3387.sdf
C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O	guanosine 3',5'-cyclic phosphate	mol_3391.sdf
C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	adenosine 3',5'-cyclic phosphate	mol_3392.sdf
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]	SDS	mol_3410.sdf
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	paraoxon	mol_3023.sdf
COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]	methyl parathion	mol_3456.sdf
OC1=C(C=CC=C1)C=1C(=CC=CC1)S(=O)[O-]	2'-hydroxybiphenyl-2-sulfinate	mol_3490.sdf
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)O)O)O)O)O)O)O	4-nitrophenyl alpha-D-maltohexaoside	mol_3496.sdf
COC(=O)C1=COC(C(C1CC2C3=C(CCN2)C4=CC=CC=C4N3)C=C)OC5C(C(C(C(O5)CO)O)O)O	strictosidine	mol_3511.sdf
F[C@@H]1[C@H](O[C@@H]([C@H]([C@@H]1O)O)CO)F	2-deoxy-2-fluoro-alpha-D-mannosyl fluoride	mol_3514.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@](O)(O1)C1=CC=C(C=C1)[N+](=O)[O-])O)O)O	p-nitrophenyl-alpha-D-glucopyranoside 6-phosphate	mol_3520.sdf
OC[C@H]1O[C@]([C@H]([C@@H]1O[C@H]1O[C@H](CO[P-](=O)(=O)O)[C@H]([C@@H]([C@H]1O)O)O)O)(O)CO	maltulose 6'-phosphate	mol_3521.sdf
OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O[C@H]1O[C@H](CO[P-](=O)(=O)O)[C@H]([C@@H]([C@H]1O)O)O)O	maltitol 6-phosphate	mol_3522.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]1[C@@](CO)(O)O[C@@H]([C@H]1O)CO)O)O)O	3-O-(6-O-phosphono-alpha-D-glucopyranosyl)-alpha-D-fructofuranose	mol_3523.sdf
OC[C@H]([C@H]([C@@H](C(=O)CO[C@H]1O[C@H](CO[P-](=O)(=O)O)[C@H]([C@@H]([C@H]1O)O)O)O)O)O	trehalulose 6'-phosphate	mol_3524.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]1[C@H]([C@@H]([C@](CO)(O)O1)O)O)O)O)O	6-O-(6-O-phosphono-alpha-D-glucopyranosyl)-beta-D-fructofuranose	mol_3525.sdf
O[C@@H]1[C@@H](O)[C@@H](OC[C@H]2OC(O)[C@@H]([C@H]([C@@H]2O)O)O)O[C@@H]([C@H]1O)CO[P-](=O)(=O)O	isomaltose 6'-phosphate	mol_3526.sdf
OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O[C@H]1O[C@H](CO[P-](=O)(=O)O)[C@H]([C@@H]([C@H]1O)O)O	leucrose 6'-phosphate	mol_3527.sdf
C(C1C(C(C(C(O1)O)O)O)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O	maltose 6'-phosphate	mol_3528.sdf
CC=C1C2CC3C4=NC5=CC=CC=C5C46CC(C2C6OC(=O)C)N3C1OC7C(C(C(C(O7)CO)O)O)O	Raucaffricine	mol_3530.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)NC(=O)C)O)NC(=O)C)O)NC(=O)C	4-methylumbelliferyl-beta-D-N,N',N''-triacetylchitotrioside	mol_3543.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)NC(=O)C)O)NC(=O)C)O)NC(=O)C	4-methylumbelliferyl beta-N,N',N''-triacetylchitotrioside	mol_3544.sdf
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)CO)CO)CO)O)O)O)O	maltosyltriosyltrehalose	mol_3557.sdf
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)CO)O)O)O)O	maltosyltrehalose	mol_3560.sdf
C(C1C(C(C(C(O1)OC(CO)C(C(C(C=O)N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(C(O3)CO)O)O)N)N)O)O)O	chitotetraose	mol_3567.sdf
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)N)N)N)OC5C(C(C(C(O5)CO)O)O)N)OC6C(C(C(C(O6)CO)O)O)N)N)O)O)O	chitohexaose	mol_3568.sdf
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)N)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)N)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)N)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)N)O)CO)CO)CO)N)O)O)O	chitopentaose	mol_3569.sdf
C1=CC(=C(C=C1OC2C(C([C@@H](C(O2)CO)O[C@H]3C(C(C(C(O3)CO)O)O)O)O)O)[N+](=O)[O-])[N+](=O)[O-]	3,4-dinitrophenyl-cellobioside	mol_3583.sdf
OC[C@H]1O[C@@H](Oc2ccc(c(c2)[N+](=O)[O-])[N+](=O)[O-])[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O	3,4-dinitrophenyl-lactoside	mol_3584.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@]3(C[C@@H]([C@H]([C@@H](O3)[C@@H]([C@@H](CO)O)O)NC(=O)C)O)C(=O)[O-]	4-methylumbelliferyl-alpha-D-N-acetylneuraminic acid	mol_3606.sdf
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O	glycogen	mol_3622.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O	4-methylumbelliferyl alpha-D-glucopyranoside	mol_3623.sdf
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O	p-nitrophenyl-alpha-D-glucopyranoside	mol_3628.sdf
[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)OC1=C(OC=2C=C(C=C(C2C1=O)O)O)C1=CC(O)=C(O)C=C1	quercetin 3-O-beta-D-glucopyranoside	mol_3633.sdf
C1=CC=C(C(=C1)[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O	2-Nitrophenyl-beta-D-glucopyranoside	mol_3645.sdf
P(=O)(O)(O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@](O)(O1)C1=C(C=CC=C1)[N+](=O)[O-])O)O)O	2-nitrophenyl-beta-D-galactopyranoside-6-phosphate	mol_3647.sdf
CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O	4-methylumbelliferyl-beta-D-glucuronic acid	mol_3686.sdf
C1C(C(C(C(O1)OC2COC(C(C2O)O)OC3COC(C(C3O)O)OC4COC(C(C4O)O)OC5COC(C(C5O)O)OC6COC(C(C6O)O)O)O)O)O	xylohexaose	mol_3698.sdf
C1C(C(C(C(O1)OC2COC(C(C2O)O)OC3COC(C(C3O)O)OC4COC(C(C4O)O)OC(CO)C(C(C=O)O)O)O)O)O	xylopentaose	mol_3699.sdf
C1C(C(C(C(O1)OC2COC(C(C2O)O)OC3COC(C(C3O)O)OC4COC(C(C4O)O)O)O)O)O	xylotetraose	mol_3700.sdf
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O)O	p-nitrophenyl-beta-D-cellotetraoside	mol_3710.sdf
C1=CC(=CC=C1[N+](=O)[O-])OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)O)O)O)O	p-nitrophenyl-beta-D-cellopentaoside	mol_3711.sdf
CC1C(C(C(C(O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O	4-nitrophenyl-alpha-L-fucoside	mol_3727.sdf
C1([C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)C)[C@@]1([C@H](O[C@H]2[C@@H]([C@H](C(O)O[C@@H]2CO)O)O)O[C@@H]([C@@H]([C@@H]1O)O)CO)O	2'-fucosyllactose	mol_3728.sdf
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O	cellotetraose	mol_3760.sdf
C1C(C(C(C(O1)OC2=CC=C(C=C2)[N+](=O)[O-])O)O)O	4-nitrophenyl-beta-D-xylotrioside	mol_3771.sdf
C1C(C(C(C(O1)OC2COC(C(C2O)O)OC3=CC=C(C=C3)[N+](=O)[O-])O)O)O	4-nitrophenyl-beta-D-xylobioside	mol_3772.sdf
C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O)O)O)O	levanotriose	mol_3775.sdf
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O	inuloheptaose	mol_3776.sdf
OCC(=O)[C@H]([C@@H]([C@@H](CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)COC1(CO)O[C@@]([C@@H]([C@H]1O)O)(O)COC1(CO)O[C@@]([C@@H]([C@H]1O)O)(O)COC1(CO)O[C@@]([C@@H]([C@H]1O)O)(O)CO)O)O)O	levanohexaose	mol_3777.sdf
C(C1C(C(C(O1)(CO)OCC2(C(C(C(O2)CO)O)O)OCC3(C(C(C(O3)CO)O)O)OCC(=O)C(C(C(CO)O)O)O)O)O)O	inulotetraose	mol_3778.sdf
C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)OC[C@@]3([C@H]([C@@H]([C@H](O3)CO)O)O)OC[C@@]4([C@H]([C@@H]([C@H](O4)CO)O)O)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O	inulopentaose	mol_3779.sdf
OCC(=O)[C@H]([C@@H]([C@@H](CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)COC1(CO)O[C@@]([C@@H]([C@H]1O)O)(O)COC1(CO)O[C@@]([C@@H]([C@H]1O)O)(O)CO)O)O)O	levanopentaose	mol_3780.sdf
OCC(=O)[C@H]([C@@H]([C@@H](CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)CO[C@]1(CO)O[C@@H]([C@H]([C@@H]1O)O)COC1(CO)O[C@@]([C@@H]([C@H]1O)O)(O)CO)O)O)O	levanotetraose	mol_3781.sdf
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O	inulohexaose	mol_3782.sdf
C(C1C(C(C(O1)(CO)OCC2(C(C(C(O2)CO)O)O)O)O)O)O	Inulobiose	mol_3783.sdf
C(C1C(C(C(O1)(CO)OCC2(C(C(C(O2)CO)O)O)OCC(=O)C(C(C(CO)O)O)O)O)O)O	inulotriose	mol_3784.sdf
C1=CC=C(C(=C1)[N+](=O)[O-])OC2C(C(C(C(O2)CO)O)O)O	o-nitrophenyl-beta-D-galactoside	mol_3787.sdf
P(=O)(O)(O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@](O)(O1)C1=CC=C(C=C1)[N+](=O)[O-])O)O)O	p-nitrophenyl-beta-D-galactopyranoside 6-phosphate	mol_3786.sdf
P(=O)(O)(O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@](O)(O1)C1=C(C=CC=C1)[N+](=O)[O-])O)O)O	o-nitrophenyl-beta-D-glucopyranoside 6-phosphate	mol_3788.sdf
P(=O)(O)(O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@](O)(O1)C1=C(C=CC=C1)[N+](=O)[O-])O)O)O	o-nitrophenyl-beta-D-galactopyranoside 6-phosphate	mol_3789.sdf
CCCCC/C=C\C/C=C\CC1C(O1)C/C=C\CCCC(=O)O	(5Z,11Z,14Z)-8,9-epoxyeicosatrienoic acid	mol_3842.sdf
CCCCCC1C(O1)C/C=C/C/C=C/C/C=C/CCCC(=O)O	(5Z,8Z,11Z)-14,15-epoxyeicosatrienoic acid	mol_3843.sdf
CCCCC/C=C\CC1C(O1)C/C=C\C/C=C\CCCC(=O)O	(5Z,8Z,14Z)-11,12-epoxyeicosatrienoic acid	mol_3844.sdf
CCCCCC=CCC=CCC=CCC1C(O1)CCCC(=O)O	(8Z,11Z,14Z)-5,6-epoxyeicosatrienoic acid	mol_3845.sdf
CSCCC(C(=O)NCC(=O)O)N	L-Met-Gly	mol_3854.sdf
C(C(C(=O)NCC(=O)O)N)O	L-Ser-Gly	mol_3859.sdf
C1=C(C=CC2=CC=CC=C12)NC([C@H]1NCC(C1)OC(C)=O)=O	4-acetyloxyproline-beta-naphthylamide	mol_3896.sdf
CC(C(=O)O)SN(C(=O)c1ccccc1)CC(=O)O	benzoyl-Gly-thiolactate	mol_3987.sdf
CC(N(C(=O)c1ccccc1)SCC(=O)O)C(=O)O	benzoyl-D-Ala-thioglycolate	mol_3989.sdf
O=C(c1ccccc1)N(CC(=O)O)SCC(=O)O	benzoyl-Gly-thioglycolate	mol_3992.sdf
