SMILES	Ligand_name	Mol_ID	InChI	InChIKey
C1([C@H](O)[C@H](O)[C@H](O1)CO)N1C2=NC(=NC(=C2N=N1)N)N	N9-D-ribosyl-2,6-diamino-8-azapurine	mol_2289.sdf	InChI=1S/C9H13N7O4/c10-6-3-7(13-9(11)12-6)16(15-14-3)8-5(19)4(18)2(1-17)20-8/h2,4-5,8,17-19H,1H2,(H4,10,11,12,13)/t2-,4-,5-,8?/m1/s1	KAOADVUNJRNYSB-BKKZJBRMSA-N
N1C(N)=NC=2N=NNC2C1=O	8-Azaguanine	mol_2290.sdf	InChI=1S/C4H4N6O/c5-4-6-2-1(3(11)7-4)8-10-9-2/h(H4,5,6,7,8,9,10,11)	LPXQRXLUHJKZIE-UHFFFAOYSA-N
C1([C@H](O)[C@H](O)[C@H](O1)CO)N1N=C2N=C(N=C(C2=N1)N)N	N8-D-ribosyl-2,6-diamino-8-azapurine	mol_2294.sdf	InChI=1S/C9H13N7O4/c10-6-3-7(13-9(11)12-6)15-16(14-3)8-5(19)4(18)2(1-17)20-8/h2,4-5,8,17-19H,1H2,(H4,10,11,12,13,15)/t2-,4-,5-,8?/m1/s1	WTCULXXXTDDCLL-BKKZJBRMSA-N
C1([C@H](O)[C@H](O)[C@H](O1)CO)N1N=NC2=NC(=NC(=C12)N)N	N7-D-ribosyl-2,6-diamino-8-azapurine	mol_2295.sdf	InChI=1S/C9H13N7O4/c10-6-3-7(13-9(11)12-6)14-15-16(3)8-5(19)4(18)2(1-17)20-8/h2,4-5,8,17-19H,1H2,(H4,10,11,12,13)/t2-,4-,5-,8?/m1/s1	ZBPCUFFVAWIZTM-BKKZJBRMSA-N
C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N	nicotinamide riboside	mol_2296.sdf	InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1	JLEBZPBDRKPWTD-UHFFFAOYSA-O
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC(C=2NC=NC12)=O	3-(beta-D-ribofuranosyl)hypoxanthine	mol_2299.sdf	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-9(18)5-8(14)12-2-11-5/h2-4,6-7,10,15-17H,1H2,(H,11,12)/t4-,6-,7-,10-/m1/s1	ZZHJEOWCHAELGO-KQYNXXCUSA-N
[C@@H]1([C@H](O)[C@H](O)[C@H](O1)CO)N1C=NC(=C2N=CN=C12)N	3-(beta-D-ribofuranosyl)adenine	mol_2300.sdf	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-5)15(3-14-8)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1,11H2/t4-,6-,7-,10-/m1/s1	FFFOEHXFKAPYEF-KQYNXXCUSA-N
C[N+]1=CN([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C=2N=C(NC(C12)=O)N	7-methylguanosine	mol_2302.sdf	InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)/p+1/t4-,6-,7-,10-/m1/s1	OGHAROSJZRTIOK-KQYNXXCUSA-O
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C=NC=2C(=O)NC(N)=NC12	deoxyguanosine	mol_2303.sdf	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1	YKBGVTZYEHREMT-KVQBGUIXSA-N
N1C=NC=2N=NNC2C1=O	8-Azahypoxanthine	mol_2305.sdf	InChI=1S/C4H3N5O/c10-4-2-3(5-1-6-4)8-9-7-2/h1H,(H2,5,6,7,8,9,10)	OEEYCNOOAHGFHL-UHFFFAOYSA-N
NC1=NC(=C2NN=NC2=N1)N	2,6-diamino-8-azapurine	mol_2291.sdf	InChI=1S/C4H5N7/c5-2-1-3(10-11-9-1)8-4(6)7-2/h(H5,5,6,7,8,9,10,11)	ZRGGIIHGSKTEBF-UHFFFAOYSA-N
FC1=C(C(=O)[O-])NC(NC1=O)=O	5-Fluoroorotate	mol_2315.sdf	InChI=1S/C5H3FN2O4/c6-1-2(4(10)11)7-5(12)8-3(1)9/h(H,10,11)(H2,7,8,9,12)/p-1	SEHFUALWMUWDKS-UHFFFAOYSA-M
C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O	alpha-D-5-phosphoribosyl 1-diphosphate	mol_2316.sdf	InChI=1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1	PQGCEDQWHSBAJP-TXICZTDVSA-N
[C@@H]1([C@H](O)[C@H](O)[C@@H](CSCC[C@H](N)C(=O)O)O1)N1C=NC=2C(N)=NC=NC12	S-adenosylhomocysteine	mol_2323.sdf	InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1	ZJUKTBDSGOFHSH-WFMPWKQPSA-N
[C@@H]1(C[C@H](O)[C@@H](CO)O1)N1C(=O)NC(=O)C=C1	deoxyuridine	mol_2331.sdf	InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1	MXHRCPNRJAMMIM-SHYZEUOFSA-N
FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C1)=O)=O	5-fluorouridine	mol_2332.sdf	InChI=1S/C9H11FN2O6/c10-3-1-12(9(17)11-7(3)16)8-6(15)5(14)4(2-13)18-8/h1,4-6,8,13-15H,2H2,(H,11,16,17)/t4-,5-,6-,8-/m1/s1	FHIDNBAQOFJWCA-UAKXSSHOSA-N
P(=O)(O)(O)O[C@@H]1C[C@H](O)[C@H](O1)CO	2-deoxy-alpha-D-ribose 1-phosphate	mol_2338.sdf	InChI=1S/C5H11O7P/c6-2-4-3(7)1-5(11-4)12-13(8,9)10/h3-7H,1-2H2,(H2,8,9,10)/t3-,4+,5+/m0/s1	KBDKAJNTYKVSEK-VPENINKCSA-N
FC=1C(NC(N([C@H]2[C@H](O)[C@H](O)[C@@H](C)O2)C1)=O)=O	5'-deoxy-5-fluorouridine	mol_2339.sdf	InChI=1S/C9H11FN2O5/c1-3-5(13)6(14)8(17-3)12-2-4(10)7(15)11-9(12)16/h2-3,5-6,8,13-14H,1H3,(H,11,15,16)/t3-,5-,6-,8-/m1/s1	ZWAOHEXOSAUJHY-ZIYNGMLESA-N
FC1=CN=C(C(=N1)C(=O)N)O	6-fluoro-3-hydroxy-2-pyrazinecarboxamide	mol_2350.sdf	InChI=1S/C5H4FN3O2/c6-2-1-8-5(11)3(9-2)4(7)10/h1H,(H2,7,10)(H,8,11)	ZCGNOVWYSGBHAU-UHFFFAOYSA-N
OC=1C(=NC=CN1)C(=O)N	3-hydroxy-2-pyrazinecarboxamide	mol_2351.sdf	InChI=1S/C5H5N3O2/c6-4(9)3-5(10)8-2-1-7-3/h1-2H,(H2,6,9)(H,8,10)	SZPBAPFUXAADQV-UHFFFAOYSA-N
O(P([O-])(=O)OP(=O)([O-])[O-])C1[C@H](O)[C@H](O)[C@H](O1)COP(=O)(O)O	5-phosphoribosyl 1-diphosphate	mol_2352.sdf	InChI=1S/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/p-3/t2-,3-,4-,5?/m1/s1	PQGCEDQWHSBAJP-SOOFDHNKSA-K
COC1C(C(C(C(O1)CO)O)O)O	methyl-beta-D-galactopyranoside	mol_2354.sdf	InChI=1S/C7H14O6/c1-12-7-6(11)5(10)4(9)3(2-8)13-7/h3-11H,2H2,1H3	HOVAGTYPODGVJG-UHFFFAOYSA-N
O=C[C@@H]([C@H]([C@@H]([C@@H](CONc1ccccn1)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)O)O	pyridylaminyl-lacto-N-neotetraose	mol_2360.sdf	InChI=1S/C31H49N3O21/c1-11(39)33-18-22(45)27(54-30-24(47)23(46)20(43)14(7-36)50-30)16(9-38)52-29(18)55-28-21(44)15(8-37)51-31(25(28)48)53-26(19(42)12(40)6-35)13(41)10-49-34-17-4-2-3-5-32-17/h2-6,12-16,18-31,36-38,40-48H,7-10H2,1H3,(H,32,34)(H,33,39)/t12-,13+,14+,15+,16+,18+,19+,20-,21-,22+,23-,24+,25+,26+,27+,28-,29-,30-,31-/m0/s1	WTYBFTIKSFZKLN-SSQFKXFNSA-N
CC(=O)NC1C(C(C(OC1O)CO)O)OC2C(C(C(C(O2)CO)O)O)O	beta-D-Gal-(1->3)-beta-D-GalNAc	mol_2365.sdf	InChI=1S/C14H25NO11/c1-4(18)15-7-12(9(20)6(3-17)24-13(7)23)26-14-11(22)10(21)8(19)5(2-16)25-14/h5-14,16-17,19-23H,2-3H2,1H3,(H,15,18)	HMQPEDMEOBLSQB-UHFFFAOYSA-N
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	beta-D-Gal-(1->4)-beta-D-Glc	mol_2367.sdf	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5+,6+,7-,8-,9-,10-,11-,12+/m1/s1	GUBGYTABKSRVRQ-DCSYEGIMSA-N
OC[C@H]1O[CH][C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O)NC(=O)C	beta-D-Gal-(1->4)-beta-D-GlcNAc	mol_2368.sdf	InChI=1S/C14H24NO10/c1-5(18)15-6-4-23-8(3-17)13(9(6)19)25-14-12(22)11(21)10(20)7(2-16)24-14/h4,6-14,16-17,19-22H,2-3H2,1H3,(H,15,18)/t6-,7+,8+,9+,10-,11-,12+,13+,14-/m0/s1	VXTGJTFCUIZLHZ-ZBELOFFLSA-N
C(CCN)N	propane-1,3-diamine	mol_2381.sdf	InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2	XFNJVJPLKCPIBV-UHFFFAOYSA-N
C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O	deamido-NAD+	mol_2401.sdf	InChI=1S/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1	SENPVEZBRZQVST-UHFFFAOYSA-O
C(O)([O-])=O	hydrogencarbonate	mol_2402.sdf	InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1	BVKZGUZCCUSVTD-UHFFFAOYSA-M
OP(O)(=O)OP(=O)(O)O.NC1=NC=2NCC(=NC2C(=N1)O)CO	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate	mol_2404.sdf	InChI=1S/C7H9N5O2.H4O7P2/c8-7-11-5-4(6(14)12-7)10-3(2-13)1-9-5;1-8(2,3)7-9(4,5)6/h13H,1-2H2,(H4,8,9,11,12,14);(H2,1,2,3)(H2,4,5,6)	DPTKHUJHZQQZJX-UHFFFAOYSA-N
NC1=CC=C(C(=O)O)C=C1	p-Aminobenzoic acid	mol_2406.sdf	InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)	ALYNCZNDIQEVRV-UHFFFAOYSA-N
OP(O)(=O)OP(=O)(O)O.OCC1=NC=2C(NC(=NC2NC1)N)=O	6-hydroxymethyl-7,8-dihydropterin diphosphate	mol_2411.sdf	InChI=1S/C7H9N5O2.H4O7P2/c8-7-11-5-4(6(14)12-7)10-3(2-13)1-9-5;1-8(2,3)7-9(4,5)6/h13H,1-2H2,(H4,8,9,11,12,14);(H2,1,2,3)(H2,4,5,6)	DPTKHUJHZQQZJX-UHFFFAOYSA-N
[C@@H]1([C@H](O)[C@H](O)[C@@H](CS(CCCN)C)O1)N1C=NC=2C(N)=NC=NC12	S-adenosyl 3-(methylsulfanyl)propylamine	mol_2416.sdf	InChI=1S/C14H23N6O3S/c1-24(4-2-3-15)5-8-10(21)11(22)14(23-8)20-7-19-9-12(16)17-6-18-13(9)20/h6-8,10-11,14,21-22H,2-5,15H2,1H3,(H2,16,17,18)/t8-,10-,11-,14-/m1/s1	NWSGEVVLJROGIG-IDTAVKCVSA-N
[Mg+2]	Mg2+	mol_2421.sdf	InChI=1S/Mg/q+2	JLVVSXFLKOJNIY-UHFFFAOYSA-N
OC(C=CC=O)CCCCC	4-hydroxynonenal	mol_2425.sdf	InChI=1S/C9H16O2/c1-2-3-4-6-9(11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3	JVJFIQYAHPMBBX-UHFFFAOYSA-N
OCC(C(=O)c1ccc(c(c1)OC)O)Oc1ccc2c(c1)oc(=O)cc2C	alpha-O-(beta-methylumbelliferyl)acetovanillone	mol_2430.sdf	InChI=1S/C20H18O7/c1-11-7-19(23)27-16-9-13(4-5-14(11)16)26-18(10-21)20(24)12-3-6-15(22)17(8-12)25-2/h3-9,18,21-22H,10H2,1-2H3	IAOAPRHLFYIOCR-UHFFFAOYSA-N
CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl	Ethacrynic acid	mol_2431.sdf	InChI=1S/C13H12Cl2O4/c1-3-7(2)13(18)8-4-5-9(12(15)11(8)14)19-6-10(16)17/h4-5H,2-3,6H2,1H3,(H,16,17)	AVOLMBLBETYQHX-UHFFFAOYSA-N
C1=C(C2=NON=C2C(=C1)Cl)[N+](=O)[O-]	7-chloro-4-nitrobenz-2-oxa-1,3-diazole	mol_2432.sdf	InChI=1S/C6H2ClN3O3/c7-3-1-2-4(10(11)12)6-5(3)8-13-9-6/h1-2H	IGHBXJSNZCFXNK-UHFFFAOYSA-N
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]	fluorodifen	mol_2442.sdf	InChI=1S/C13H7F3N2O5/c14-13(15,16)8-1-6-12(11(7-8)18(21)22)23-10-4-2-9(3-5-10)17(19)20/h1-7H	HHMCAJWVGYGUEF-UHFFFAOYSA-N
C(C)(C)(C)OOC(C)(C)C	tert-butyl peroxide	mol_2443.sdf	InChI=1S/C8H18O2/c1-7(2,3)9-10-8(4,5)6/h1-6H3	LSXWFXONGKSEMY-UHFFFAOYSA-N
C1C(C(C(C=C1C(=O)O)OP(=O)(O)O)O)O	shikimate 3-phosphate	mol_2446.sdf	InChI=1S/C7H11O8P/c8-4-1-3(7(10)11)2-5(6(4)9)15-16(12,13)14/h2,4-6,8-9H,1H2,(H,10,11)(H2,12,13,14)	QYOJSKGCWNAKGW-UHFFFAOYSA-N
CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C	(2Z,6E,10E)-geranylgeranyl diphosphate	mol_2455.sdf	InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H2,1-5H3,(H,24,25)(H2,21,22,23)/p-3	OINNEUNVOZHBOX-UHFFFAOYSA-K
CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C	(2E,6E,10E)-geranylgeranyl diphosphate	mol_2457.sdf	InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H2,1-5H3,(H,24,25)(H2,21,22,23)/p-3	OINNEUNVOZHBOX-UHFFFAOYSA-K
O(P([O-])(=O)OP(=O)([O-])[O-])C\C=C(\C)/CC\C=C(\CC\C=C(/C)\CCC=C(C)C)/C	(Z,E,E)-Geranylgeranyl diphosphate	mol_2456.sdf	InChI=1S/C20H36O7P2/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-26-29(24,25)27-28(21,22)23/h9,11,13,15H,6-8,10,12,14,16H2,1-5H3,(H,24,25)(H2,21,22,23)/p-3/b18-11+,19-13+,20-15-	OINNEUNVOZHBOX-KWBDAJKESA-K
P(=O)(O)(O)OC[C@H](CC=O)O	2-deoxy-D-erythrose 4-phosphate	mol_2479.sdf	InChI=1S/C4H9O6P/c5-2-1-4(6)3-10-11(7,8)9/h2,4,6H,1,3H2,(H2,7,8,9)/t4-/m0/s1	LQIRHIGPILJQHV-BYPYZUCNSA-N
N[C@@H](CCSC)C(=O)O	methionine	mol_2483.sdf	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	FFEARJCKVFRZRR-BYPYZUCNSA-N
C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O	porphobilinogen	mol_2487.sdf	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)	QSHWIQZFGQKFMA-UHFFFAOYSA-N
CC(=O)C(COP(=O)(O)O)O	L-3,4-dihydroxybutan-2-one 4-phosphate	mol_2491.sdf	InChI=1S/C4H9O6P/c1-3(5)4(6)2-10-11(7,8)9/h4,6H,2H2,1H3,(H2,7,8,9)	OKYHYXLCTGGOLM-UHFFFAOYSA-N
CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)C	6,7-dimethyl-8-(1-D-ribityl)lumazine	mol_2495.sdf	InChI=1S/C13H18N4O6/c1-5-6(2)17(3-7(19)10(21)8(20)4-18)11-9(14-5)12(22)16-13(23)15-11/h7-8,10,18-21H,3-4H2,1-2H3,(H,16,22,23)	SXDXRJZUAJBNFL-UHFFFAOYSA-N
C(C(CN)F)C(=O)O	(R,S)-4-amino-3-fluorobutanoic acid	mol_2516.sdf	InChI=1S/C4H8FNO2/c5-3(2-6)1-4(7)8/h3H,1-2,6H2,(H,7,8)	UNJUEKLVLCDYIR-UHFFFAOYSA-N
NC[C@@H](CC(=O)O)F	(R)-4-amino-3-fluorobutanoic acid	mol_2517.sdf	InChI=1S/C4H8FNO2/c5-3(2-6)1-4(7)8/h3H,1-2,6H2,(H,7,8)/t3-/m1/s1	UNJUEKLVLCDYIR-GSVOUGTGSA-N
NCCCC(=O)O	gamma-aminobutanoic acid	mol_2518.sdf	InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)	BTCSSZJGUNDROE-UHFFFAOYSA-N
P(=O)(O)(O)OCC(C(=O)[O-])=O	3-phosphonooxypyruvate	mol_2532.sdf	InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7,8)9/h1H2,(H,5,6)(H2,7,8,9)/p-1	LFLUCDOSQPJJBE-UHFFFAOYSA-M
NC(C(=O)[O-])CCCC(=O)[O-]	alpha-aminoadipate	mol_2534.sdf	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/p-2	OYIFNHCXNCRBQI-UHFFFAOYSA-L
OC1=CC=C(C=C1)CC(C(=O)[O-])=O	3-(4-hydroxyphenyl)pyruvate	mol_2535.sdf	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)/p-1	KKADPXVIOXHVKN-UHFFFAOYSA-M
O=C(C(=O)O)CCC(=O)O	2-oxoglutaric acid	mol_2549.sdf	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N
N[C@H](C(=O)[O-])CCCC(C(=O)[O-])=O	L-2-amino-6-oxopimelate	mol_2553.sdf	InChI=1S/C7H11NO5/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4H,1-3,8H2,(H,10,11)(H,12,13)/p-2/t4-/m0/s1	UKCSFKLWNHUBDY-BYPYZUCNSA-L
C(CC(C(=O)O)N)CC(C(=O)O)N	LL-2,6-Diaminopimelate	mol_2554.sdf	InChI=1S/C7H14N2O4/c8-4(6(10)11)2-1-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)	GMKMEZVLHJARHF-UHFFFAOYSA-N
[C@H]1([C@H]([C@@H]([C@H]([C@H]([C@H]1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	myo-inositol-1,3,4-trisphosphate	mol_2562.sdf	InChI=1S/C6H15O15P3/c7-1-2(8)5(20-23(13,14)15)6(21-24(16,17)18)3(9)4(1)19-22(10,11)12/h1-9H,(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)/t1-,2-,3+,4+,5+,6+/m1/s1	MMWCIQZXVOZEGG-MLQGYMEPSA-N
O[C@@H]1[C@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O	myo-inositol-3,4,6-trisphosphate	mol_2563.sdf	InChI=1S/C6H15O15P3/c7-1-2(8)5(20-23(13,14)15)6(21-24(16,17)18)3(9)4(1)19-22(10,11)12/h1-9H,(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)/t1-,2+,3-,4+,5+,6+/m1/s1	MMWCIQZXVOZEGG-GSRZWBRNSA-N
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	myo-inositol-3,4,5,6-tetrakisphosphate	mol_2564.sdf	InChI=1S/C6H16O18P4/c7-1-2(8)4(22-26(12,13)14)6(24-28(18,19)20)5(23-27(15,16)17)3(1)21-25(9,10)11/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)	MRVYFOANPDTYBY-UHFFFAOYSA-N
C(C)(=O)OP(=O)([O-])[O-]	acetyl-phosphate	mol_2568.sdf	InChI=1S/C2H5O5P/c1-2(3)7-8(4,5)6/h1H3,(H2,4,5,6)/p-2	LIPOUNRJVLNBCD-UHFFFAOYSA-L
CC(CO)(C(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O	4-diphosphocytidyl-2C-methyl-D-erythritol	mol_2569.sdf	InChI=1S/C14H25N3O14P2/c1-14(23,6-18)8(19)5-29-33(26,27)31-32(24,25)28-4-7-10(20)11(21)12(30-7)17-3-2-9(15)16-13(17)22/h2-3,7-8,10-12,18-21,23H,4-6H2,1H3,(H,24,25)(H,26,27)(H2,15,16,22)/p-2	YFAUKWZNPVBCFF-UHFFFAOYSA-L
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O	1D-myo-inositol 1,4,5-trisphosphate	mol_2570.sdf	InChI=1S/C6H15O15P3/c7-1-2(8)5(20-23(13,14)15)6(21-24(16,17)18)3(9)4(1)19-22(10,11)12/h1-9H,(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)	MMWCIQZXVOZEGG-UHFFFAOYSA-N
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O	1D-myo-inositol 1,3,4,5-tetrakisphosphate	mol_2572.sdf	InChI=1S/C6H16O18P4/c7-1-3(21-25(9,10)11)2(8)5(23-27(15,16)17)6(24-28(18,19)20)4(1)22-26(12,13)14/h1-8H,(H2,9,10,11)(H2,12,13,14)(H2,15,16,17)(H2,18,19,20)	CIPFCGZLFXVXBG-UHFFFAOYSA-N
CC(C(=O)[O-])OC1C(C2OCC(C1O)O2)NC(=O)C	1,6-anhydro-N-acetyl-beta-muramate	mol_2582.sdf	InChI=1S/C11H17NO7/c1-4(10(15)16)18-9-7(12-5(2)13)11-17-3-6(19-11)8(9)14/h4,6-9,11,14H,3H2,1-2H3,(H,12,13)(H,15,16)/p-1	ZFEGYUMHFZOYIY-UHFFFAOYSA-M
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	kanamycin	mol_1995.sdf	InChI=1S/C18H36N4O11/c19-2-6-10(25)12(27)13(28)18(30-6)33-16-5(21)1-4(20)15(14(16)29)32-17-11(26)8(22)9(24)7(3-23)31-17/h4-18,23-29H,1-3,19-22H2	SBUJHOSQTJFQJX-UHFFFAOYSA-N
[C@H]12[C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO2	1,6-anhydro-beta-D-glucopyranose	mol_2604.sdf	InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1	TWNIBLMWSKIRAT-VFUOTHLCSA-N
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OS(=O)(=O)O)OP(=O)(O)O)O)N	3'-phosphoadenosine 5'-phosphosulfate	mol_2607.sdf	InChI=1S/C10H15N5O13P2S/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7(27-29(17,18)19)4(26-10)1-25-30(20,21)28-31(22,23)24/h2-4,6-7,10,16H,1H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)(H,22,23,24)	GACDQMDRPRGCTN-UHFFFAOYSA-N
C(O)CN	ethanolamine	mol_2608.sdf	InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2	HZAXFHJVJLSVMW-UHFFFAOYSA-N
C(CCCC)NC(CCNC([C@H](O)C(C)(C)CO)=O)=O	N-pentylpantothenamide	mol_2624.sdf	InChI=1S/C14H28N2O4/c1-4-5-6-8-15-11(18)7-9-16-13(20)12(19)14(2,3)10-17/h12,17,19H,4-10H2,1-3H3,(H,15,18)(H,16,20)/t12-/m0/s1	HWNKKPMQPCHGBA-LBPRGKRZSA-N
C(CCCCCC)NC(CCNC([C@H](O)C(C)(C)CO)=O)=O	N-heptylpantothenamide	mol_2637.sdf	InChI=1S/C16H32N2O4/c1-4-5-6-7-8-10-17-13(20)9-11-18-15(22)14(21)16(2,3)12-19/h14,19,21H,4-12H2,1-3H3,(H,17,20)(H,18,22)/t14-/m0/s1	HHAVGBXLGVYXFF-AWEZNQCLSA-N
C(CC(O)(C)CCO)(=O)[O-]	(RS)mevalonate	mol_2643.sdf	InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/p-1	KJTLQQUUPVSXIM-UHFFFAOYSA-M
