EC_number	UniProt_ID	Organism_name	WT_structures	Mutant_structures	Structure_type
4.2.1.1	P00918	Homo sapiens	3K34,6ROB,6ROE,6SBL,6RH4,6RQI,6S9Z,6SAY,6SBM,1LUG,6RKN,6RFH,6SG6,5OGO,6RIG,6SFQ,4Q78,6RL9,6RIT,6G3Q,6SAC,6HR3,5LL8,3V7X,6SDI,6SDH,6SFU,6I0W,3VBD,6RJJ,6I3E,6RNP,6RS5,5M78,6GDC,6I1U,6SDL,6RSZ,6GM9,6RG5,6SB7,6RRI,6HQX,4WL4,6SAS,6HXD,6RRG,6SG0,6S9G,6I2F,6RMP,6SEY,5G0C,4MDG,5G03,5G01,2QO8,3IBU,2QP6,2GD8,2AW1,3PO6,1OQ5,3V5G,4MDL,2HL4,2HNC,4MDM,3IBL,6GOT,4ZWI,2QOA,2FMG,2OSF,2OSM,2FMZ,2POU,2POV,3T5Z,3IGP,6RM1,2Q1B,3C7P,8B29,3D8W,7NTB,2F14,3T5U,5FDC,2POW,3CAJ,5EOI,3MNU,2HD6,6XVH,4FL7,5FDI,3BET,3B4F,1CNX,2H15,2HKK,3BL0,3F4X,3IBI,2Q38,1CNW,3KWA,2GEH,1AVN,1AM6,3HFP,1EOU,1BN4,2O4Z,3BL1,2HOC,1BN1,1OKL,1BNT,1BNU,3IBN,1OKM,1BN3,1KWR,1BNW,1BNN,1CNY,1BNQ,1BNV,1OKN,1KWQ,1BNM	6KM2,5Y2S,6KLZ,3U7C,6KM0,6YZN,6SBH,4YXI,4FRC,6T81,4FPT,7OYN,7OYM,4FU5,6YZK,2FOU,5Y2R,5LJT,6RZX,4MTY,6YZU,4YX4,2NNO,6SDJ,6YZW,7OYO,2NNS,7ONV,6YZQ,7U5X,4FVN,5LJQ,1MOO,6Z04,7OYP,6YZS,6XXT,6SD7,5DOH,6YZT,6KM1,4FVO,4WW6,4YXO,4PZH,4Q08,4YYT,4YXU,5JGT,3SAX,3HS4,3D93,5LLC,5DRS,5NXW,5NY6,5NXV,5OGN,5OGP,3D92,6YKH,2NNV,5NY1,6YPW,2FOS,2WEG,6YZX,5JGS,7Q0C,6YH7,6T9Z,6G6T,4Q6E,5LL4,4Q6D,5LLG,6OTK,8FR4,5EKJ,7U5W,8EMU,7QGZ,5JEH,6T4O,4RUY,4RUX,4HF3,7OYR,6YOL,5SZ6,2FOV,3MHO,5BYI,7OYQ,7AGN,5JE7,2EU2,6KM4,6KM6,6IC2,4Q06,4Q07,8AA6,8AAE,6KM5,3RYY,5NXI,4ITO,6YO7,5MJN,3M2Y,8EYL,7QGX,5JEG,5JEP,5JG5,6B4D,6LV1,3RJ7,2NNG,3RYV,4Q09,6YH5,6YZJ,6YOI,6LUV,6LUZ,6LUX,6YH8,6LV2,6R6F,5NXG,6YO2,4FIK,6T7U,5YUI,5T74,6YZL,6LVA,5NXO,5NYA,6YZR,6LV8,6LV6,6LV4,6YKC,5JES,5TXY,5EH5,5EHV,5JG3,6D1M,5U0F,6T5C,3L14,8CR0,4YGN,6PDV,7NZU,2FOQ,6RG4,3S71,6YOK,5NXM,5NXP,6YHA,6OUD,6SDS,5WEX,4Z1J,5U0E,5SZ5,6YHC,6C7W,7NZR,7JNX,7JNZ,7RNY,7JNW,6QL2,7M26,7M24,4RH2,7M23,6OE0,6ODZ,7Q0E,6SYS,7RNZ,5N1S,5NEA,5T71,4QIY,5T72,3PYK,6GXE,5N1R,5E28,6YH4,3S9T,3S8X,6GCY,6WQ5,6WQ7,6UGQ,6WQ9,6UGP,6UGZ,7K6K,6U4Q,6UH0,6UGR,8FR2,7JO2,6OTM,3ZP9,6H3Q,6RG3,6UFC,7NZX,5THN,5EKM,6WKA,5EKH,5JDV,4HEZ,7MU3,6VJ3,6WQ4,5ULN,7NZT,4KUV,4BF1,3KNE,3M1K,6GXB,6QL3,6YZP,4Z1K,3MYQ,6U4T,6OUF,5AML,6UX1,6PGX,6PEA,5JQT,8FAL,6VKG,3RYZ,6S03,3M14,5EH8,7JOB,7JOC,7SV8,5WLU,5VGY,3KIG,3RYJ,5EHW,4QSB,5DSO,5N25,5JQ0,6D1L,5E2K,5NY3,5WLV,7AES,6YH6,3M5S,3M04,3S74,3SBI,7BHH,6T4N,2WEO,3M96,7SUY,6WQ8,7K6I,6UGN,6OUE,6OUB,5LVS,6QL1,5TI0,5EH7,6CEH,6SX9,7ASJ,8FAU,3HLJ,6HX5,7RRE,6RHJ,6NM0,6RHK,7JNR,6OUH,2WEJ,5TY8,7RRF,4E49,4E4A,4Q8Y,5WG7,4Q7W,4HEY,4CQ0,6OE1,3OIM,4Z0Q,3OKV,3OKU,4YVY,7NZW,4KAP,7JO3,7SUW,6UGO,6H29,6OTP,6OUJ,8FQY,6OTQ,8FQZ,4QEF,3QYK,4Z1N,5TH4,3OYQ,3V2M,6YQU,6UFD,3DD0,3P5A,5WLR,3P58,2WD2,7JNV,4DZ7,4DZ9,8FQX,6MBY,6OTO,6OUK,3MZC,3P5L,7JO1,5THJ,4BCW,3MNA,4E3F,4Q8Z,3MMF,3MHM,6C7X,3M98,7NZS,4YGK,4E3H,7AEQ,5AMD,6UZU,4JSS,4JSA,5N24,5THI,3DCW,3N3J,3N0N,3OIL,6ROF,4QY3,5TFX,6RMY,5T75,6YZO,3OIK,7QGY,6YZM,3P3H,4Q99,4R5B,6YQT,5TYA,5EHE,5E2S,3S75,4ZWY,6FJJ,4QSA,4ZX1,4YGL,3RZ1,5JN7,6OUI,4RN4,5WGP,5TY9,3OYS,5U0G,8DJ9,4N16,4Q90,6YH9,5SZ1,4Q9Y,4Q87,4Q83,1ZFQ,6H34,6YJ3,4Q8X,4JS6,5CLU,6R6J,4KV0,4KUW,4E3G,4Q81,5AMG,7SV1,6OUM,2VVA,1ZFK,8C0R,5C8I,5WLT,5A6H,6H33,6RVK,5FNL,5FNK,5U0D,5FNM,4IWZ,6E8X,6SYB,5TY1,6RMX,6YRI,5BRU,5SZ4,3S76,3M40,5JN3,3DAZ,3S72,1G0E,3DCC,3RYX,3R16,3P3J,5FNI,3OY0,3N4B,4LHI,4ZX0,5BRV,4Q7V,5E2R,1CIL,4K13,4ILX,4HT0,2EU3,4E3D,6FJI,5W8B,7K6U,7JO0,4ZWZ,6B5A,6EEH,5SZ0,6EEA,4N0X,5SZ2,4RUZ,4RIV,4RFD,6B59,4R5A,2X7S,4RFC,3N2P,3SBH,3RZ5,4Q7P,4MLX,4KUY,4R59,3M2N,6YHB,3D9Z,6YZV,1ZGE,6EQU,4RIU,7K6L,7K6Z,4M2W,5FNH,2VVB,1Z9Y,5FLO,5FLT,8C0Q,6UFB,2CBD,5FNJ,5FLS,5FLR,3M3X,5SZ3,6MBV,4ZWX,4ITP,3MHC,4HEW,3V2J,6YO4,1ZH9,3MHI,1CAM,3CYU,3DBU,3DC3,3RZ8,3HKQ,3R17,6RW1,3M2Z,3M5E,5J8Z,5N0D,5NEE,5FLQ,5L6K,5DOG,5LMD,4E5Q,5FLP,4M2V,6EEO,6RVL,7BI5,5N0E,3S73,6T4P,3SAP,4QJM,3EFI,1ZGF,4PYY,1LG5,7K6J,7K6T,1XQ0,7K6X,6E92,5SZ7,4K0T,6ZR8,6NLV,3RZ0,4K0Z,3M67,3T83,6E91,3ML2,3M1J,3DCS,4KNI,5GMN,6BCC,4XE1,4Q49,5O07,4QTL,2FNN,3HKU,3RZ7,4PYX,2WD3,3PJJ,1G52,6BC9,1RAY,4Q7S,3NB5,1I9Q,4K0S,3FFP,4BF6,1G45,1G4J,1I9M,1G46,3EFT,4MO8,4PQ7,1BV3,4PXX,3S77,1I9O,1G48,1I9N,1G54,3M2X,6EDA,1CAH,6EBE,2CBC,2X7T,2H4N,2Q1Q,1F2W,3K7K,4JSZ,1RZA,1LGD,1CRA,3DD8,5JMZ,5LLH,1YDB,3MHL,1CAZ,1CAO,1CAN,6E8P,1RZC,8EXC,1BIC,1BCD,2CA2,5LLE,1I9P,1I8Z,1IF4,1I9L,6H2Z,1IF8,1G53,1TTM,4QSI,3M5T,1G4O,3S78,1IF7,5L3O,3K2F,8EXG,5EIJ,4M2R,4M2U,1TEQ,8FR1,1UGF,3TMJ,4MLT,1H4N,7A6V,3T84,4Y0J,5BNL,3P55,3P4V,1UGB,3NJ9,3KKX,4G0C,1I90,1IF5,1ZE8,1ZSB,2ABE,6OTI,2EZ7,1I91,4KNJ,3CA2,6BBS,3F8E,1IF9,3IEO,3T82,4Z1E,1XPZ,1G1D,5FNG,6RVF,2WEH,1IF6,1CAY,3NI5,1YDA,1YDD,1CIN,1CIM,2X7U,5UMC,4LP6,3P44,1LG6,5L70,5CAC,6ECZ,6Q3O,1A42,1CVA,1CNB,3T85,6YMA,5L6T,6Q9T,5L9E,6HZX	Substrate only
4.2.1.1	P40881	Methanosarcina thermophila	-	1QRE,3OU9,3OW5,1QRL	Substrate only
4.2.1.1	Q16790	Homo sapiens	6G9U,7POM,6TL5,6G98	6RQQ,6RQW,5DVX,5FL4,6FE0,5FL6,6FE1,6QN2,6QUT,6QN5,5FL5,6TL6,3IAI,6QN6	Substrate only
4.2.1.1	Q54735	Synechocystis sp. PCC 6803 / Kazusa	-	5SWC	Substrate only
4.2.1.10	A1SZA3	Psychromonas ingrahamii	-	6HSU,6HSR	Substrate only
4.2.1.10	D4S0D1	Butyrivibrio crossotus	-	6HSA,6HS9,6HS8	Substrate only
4.2.1.10	O30557	Pseudomonas aeruginosa	-	6HSU	Apo only
4.2.1.10	P15474	Streptomyces coelicolor	2BT4,2CJF	1GTZ,1D0I,1GU1,1GU0,1V1J	Substrate only
4.2.1.10	P24670	Salmonella enterica subsp. enterica serovar Typhi	1L9W,1QFE	4CNN,6H5G,6SFE,6H5C,4CNP,6SFG,6H5D,4UIO,4CLM,6H5J,4CNO	Substrate only
4.2.1.10	P58687	Salmonella enterica	-	3S42,4GUJ,3NNT,4GUG,3LB0,4GUI,4IUO,3M7W,4GUH	Substrate only
4.2.1.10	P9WPX7	Mycobacterium tuberculosis	-	2Y71,2Y77,4B6Q,4V0S,4CKY,1H0S,3N86,3N76,3N7A,4B6O,4CIY,1H0R,4CIW,3N8K,4B6P,4KIU,2XB8,3N87,3N8N,2Y76,3N59,4KIW,4CKX,4KI7,4KIJ,4CIV,4CIX,4CL0	Substrate only
4.2.1.10	Q48255	Helicobacter pylori	-	2C4W,2XDA,4B6S,2XD9,4B6R,2C4V,1J2Y,2XB9,2WKS,2C57	Substrate only
4.2.1.103	Q4K977	Pseudomonas fluorescens	-	3NOQ,3NOO,3NON,6NIA,6NI7,6NI6,6NI9,6NI5,6UND,3NOR	Substrate only
4.2.1.106	B0NI18	[Clostridium] scindens	-	4LEH	Substrate only
4.2.1.106	B4YSU1	[Clostridium] hylemonae	-	4L8O	Substrate only
4.2.1.106	Q9RB47	Peptacetobacter hiranonis	-	4L8P,4N3V	Substrate only
4.2.1.108	Q1GNW6	Sphingopyxis alaskensis	-	5BY5	Substrate only
4.2.1.113	P29208	Escherichia coli	-	1R6W,1FHV	Substrate only
4.2.1.113	Q47Q21	Thermobifida fusca	-	2OPJ,2QVH	Substrate only
4.2.1.116	A4YI89	Metallosphaera sedula	-	5ZAI	Substrate only
4.2.1.130	P31658	Escherichia coli	-	1N57	Substrate only
4.2.1.130	Q04432	Saccharomyces cerevisiae	-	1QVZ,1QVW,1QVV	Substrate only
4.2.1.130	Q10356	Schizosaccharomyces pombe	-	4QYT,4GE0,4GE3	Substrate only
4.2.1.148	A9WC34	Chloroflexus aurantiacus	-	4E3E	Substrate only
4.2.1.156	Q8ZL58	Salmonella enterica subsp. enterica serovar Typhimurium	-	2PP1,2PP3	Substrate only
4.2.1.158	Q8EMJ9	Oceanobacillus iheyensis	-	3HPF,3ES7,3ES8	Substrate only
4.2.1.2	P05042	Escherichia coli	-	6OS7,6NZB,6NZC,6NZA,6P3C,6NZ9,1FUR,1FUO,1FUQ,2FUS,1FUP,1KQ7	Substrate only
4.2.1.2	P07954	Homo sapiens	-	5UPP,6VBE,3E04,7LUB	Substrate only
4.2.1.20	P0A879	Escherichia coli	-	2DH5	Cofactor only
4.2.1.20	Q8U093	Pyrococcus furiosus	6CUZ	6AM7,5IXJ,6AMH,5VM5,5DVZ,5DW3,6CUT,5T6M,6AM8,6AMC,6AMI,5DW0,6AM9,7RNQ,7RNP,6CUV,7ROF,5E0K	Substrate only
4.2.1.20	Q97TX6	Saccharolobus solfataricus	-	4QYS,6HTE	Substrate+Cofactor
4.2.1.22	F9UT54	Lactiplantibacillus plantarum	-	5B1H,5B1I	Substrate only
4.2.1.22	P35520	Homo sapiens	4UUU	4COO,7QGT	Substrate+Cofactor
4.2.1.24	Q59643	Pseudomonas aeruginosa	1GZG,1B4K	1W5Q,2C15,1W5P,1W5M,1W5N,1W56,2WOQ,2C14,2C18,2C16,2C19,2C13,1W54	Substrate only
4.2.1.28	Q59470	Klebsiella oxytoca	-	1EEX,1EGV,1EGM	Substrate+Cofactor
4.2.1.40	P0AES2	Escherichia coli	-	1EC7,1EC8,3PWG,1EC9,1ECQ,1JDF,4GYP,3PWI,1JCT	Substrate only
4.2.1.41	Q8UB77	Agrobacterium fabrum	-	4UR7,5HWN,5HWJ,4UR8,5HWM	Substrate only
4.2.1.46	P27830	Escherichia coli	-	1BXK	Cofactor only
4.2.1.47	O60547	Homo sapiens	-	6GPK,5IN4,6GPL,1T2A,5IN5,6GPJ,6Q94	Substrate+Cofactor
4.2.1.47	Q51366	Pseudomonas aeruginosa	-	1RPN	Substrate+Cofactor
4.2.1.53	T5I9M6	Rhodococcus erythropolis	-	5ODO	Substrate only
4.2.1.78	Q67A25	Thalictrum flavum	2VQ5,2VNE	6RP3,5NON,6Z82	Substrate only
4.2.1.8	A4VVI4	Streptococcus suis	-	3BDK,3DBN	Substrate only
4.2.1.8	P24215	Escherichia coli	-	4EAY	Substrate only
4.2.1.84	Q7SID2	Pseudonocardia thermophila	-	4OB0,4OB2,3VYH,1UGP,4OB1,1IRE,1UGR,4OB3,7W8L,7W8M	Substrate only
4.2.1.90	Q8ZNF9	Salmonella enterica subsp. enterica serovar Typhimurium	-	3D47,3D46,3CXO	Substrate only
4.2.1.95	C7ZKN4	Fusarium solani	-	7A0Q,7A0T	Substrate only
4.2.1.96	P61459	Rattus norvegicus	-	1DCP,1F93	Substrate only
4.2.1.96	Q9H0N5	Homo sapiens	-	4C45	Substrate only
4.2.2.11	A0A3B6UEP6	Persicobacter sp. CCB-QB2	-	7D2A	Substrate only
4.2.2.11	Q21FJ0	Saccharophagus degradans	-	4OJZ	Substrate only
4.2.2.19	Q46079	Pedobacter heparinus	1DBG,1DBO,1OFL,1OFM	-	Substrate only
4.2.2.2	P39116	Bacillus subtilis	-	5AMV	Substrate only
4.2.2.2	Q9RHW0	Bacillus sp. (in: Bacteria)	-	3VMW	Apo only
4.2.3.1	P9WG59	Mycobacterium tuberculosis	-	2D1F	Cofactor only
4.2.3.1	Q5SL02	Thermus thermophilus	-	3AEX	Substrate only
4.2.3.108	A6XH05	Salvia fruticosa	-	2J5C	Substrate only
4.2.3.108	B5GMG2	Streptomyces clavuligerus	-	5NX7,5NX6	Substrate only
4.2.3.124	Q9S5E2	Niallia circulans	-	2GRU	Substrate+Cofactor
4.2.3.13	Q39761	Gossypium arboreum	-	3G4D,3G4F	Substrate only
4.2.3.154	Q3M6C3	Trichormus variabilis	-	5TPR	Substrate+Cofactor
4.2.3.20	A0A1C9J6A7	Citrus sinensis	-	5UV2,5UV1,6ONM	Substrate only
4.2.3.22	Q9X839	Streptomyces coelicolor	-	5DZ2	Substrate only
4.2.3.3	B3VH91	Thermus sp. GH5	-	2X8W	Substrate only
4.2.3.3	P0A731	Escherichia coli	-	1B93,1EGH,1IK4,1S8A,1S89	Substrate only
4.2.3.37	Q9K499	Streptomyces coelicolor	-	7KJG,7KJF,7KJD,3KB9,7KJE,3LG5,4LZ0,6AXM,6AXU,6AXN,7KJ8,6OFV,4LUU,4LXW,4LZ3,7KJ9,6AX9,4LTZ,4LZC	Substrate only
4.2.3.38	O81086	Abies grandis	-	3SDR,3SDT,3SDU,3SAE,3SDV	Substrate only
4.2.3.43	A2PZA5	Diaporthe amygdali	5ER8	5ERM,5ERO	Substrate only
4.2.3.6	P13513	Fusarium sporotrichioides	-	1YYQ,2PS5,1YJ4,2PS7,1KIY,2PS4,2AEL,1YYR,1JFA,1JFG,2PS6,1KIZ,2PS8,2AET,1YYS,2Q9Y,2AEK,1YYT,2Q9Z,1YYU	Substrate only
4.2.3.61	Q40577	Nicotiana tabacum	5IKH	5IL3,5ILI,5ILZ,5ILJ,3M00,5ILH,5EAU,5IK0,5IK9,1HXC,3LZ9,5IL8,4DI5,5IK6,1HXA,5DHK,5IKA,5ILY,4RNQ,3M02,3M01,5EAT,1HX9	Substrate only
4.2.3.9	Q03471	Penicillium roqueforti	-	1DGP	Substrate only
4.2.3.9	Q9UR08	Aspergillus terreus	-	4KWD,3BNY,4KUX,4KVY,5IVG,5IMP,3BNX,4KVW,2OA6,4KVI,2E4O,5IN8,3CKE,4KVD,5IMI,5IMN	Substrate only
4.2.99.18	P27695	Homo sapiens	-	7TC3,4QHE,7TC2,6MKK,6MK3,5DFF,5DFI,4QHD,6MKM,5DG0,6BOR,5DFJ,6W0Q,6W2P,5DFH,6BOQ,6BOV,6W43,5WN3,6P94,6P93,5WN4,4QH9,1BIX,6W4I,5WN5,5WN2,6BOT,4IEM,6W3U,6W3L,6W3N,6W4T,7U50	Substrate only
4.2.99.18	P78549	Homo sapiens	-	7RDT,7RDS	Substrate only
4.2.99.18	Q13686	Homo sapiens	-	6IE3,6IE2	Substrate only
4.2.99.20	P37355	Escherichia coli	-	4MYD,4MYS,4MXD,4GEG,4GEC	Substrate only
4.2.99.21	Q9X9I8	Yersinia enterocolitica	-	2FN1	Substrate only
4.3.1.1	Q9LCC6	Bacillus sp. (in: Bacteria)	-	3R6V	Substrate only
4.3.1.15	P40817	Salmonella enterica subsp. enterica serovar Typhimurium	-	5YGR	Substrate only
4.3.1.15	P66899	Escherichia coli	-	4D9I,4D9K,4D9G,4D9M,4D9N	Substrate only
4.3.1.17	Q5ZXE1	Legionella pneumophila	-	2IQQ	Substrate only
4.3.1.18	Q54HH2	Dictyostelium discoideum	-	6LUT	Substrate only
4.3.1.19	P04968	Escherichia coli	1TDJ	-	Cofactor only
4.3.1.2	Q05514	Clostridium tetanomorphum	-	3ZVI,1KCZ,1KD0,3ZVH	Substrate only
4.3.1.24	P24481	Petroselinum crispum	-	1W27,6HQF,6F6T,6RGS	Substrate+Cofactor
4.3.1.24	Q3M5Z3	Trichormus variabilis	-	3CZO,5LTM	Substrate+Cofactor
4.3.1.25	C5XXT8	Sorghum bicolor	-	6AT7	Cofactor only
4.3.1.25	P11544	Rhodotorula toruloides	-	1Y2M,1T6J,1T6P	Substrate only
4.3.1.27	B2DFG5	Delftia sp. HT23	-	3WQD,3WQE,4PB4,4PB5	Substrate+Cofactor
4.3.1.29	D0ZLR3	Salmonella enterica subsp. enterica serovar Typhimurium	-	7LCE	Substrate only
4.3.1.3	P21310	Pseudomonas putida	1GKM,1GKJ,1EB4	1B8F	Substrate only
4.3.1.6	Q6KC22	Anaerotignum propionicum	4MZQ	-	Substrate only
4.3.2.1	P9WPY7	Mycobacterium tuberculosis	-	6IEM,6IEN	Substrate only
4.3.2.10	P33734	Saccharomyces cerevisiae	1JVN,1OX4	1OX6,1OX5	Substrate only
4.3.2.9	O75223	Homo sapiens	-	2I5T,2Q53	Substrate only
4.3.3.2	P18417	Catharanthus roseus	-	6ZEA	Substrate only
4.3.3.2	P68175	Rauvolfia serpentina	2V91,2VAQ	3V1S,6N5V,4IYG,4IMB,2FPB,7T5J,7T5I,2FP9,2FPC	Substrate only
4.3.3.7	P0A6L2	Escherichia coli	4EOU	2OJP,2PUR,7JZG,7JZA,7JZ9,7JZ8,7JZF,2ATS,7JZB,5T25,1YXD,3DU0,7JZC,5T26,3DEN,3I7S,3C0J	Substrate only
4.3.3.7	P19808	Corynebacterium glutamicum	-	3CPR	Substrate only
4.3.99.4	Q30W70	Oleidesulfovibrio alaskensis	-	5FAV,5FAW,5FAU,5KDP,5FAY,6VUE,6ND3	Substrate only
4.4.1.1	B6K8Y1	Toxoplasma gondii	-	8BIX,8BIZ,8BIU,8BIW,8BIS	Substrate+Cofactor
4.4.1.1	P32929	Homo sapiens	-	3COG	Substrate+Cofactor
4.4.1.11	A0A0A5P8W7	Citrobacter freundii	5D5S	5M3Z,6EGR,6S0C,5K30,5E4Z	Substrate+Cofactor
4.4.1.11	P13254	Pseudomonas putida	1PG8	-	Substrate+Cofactor
4.4.1.11	Q84AR1	Citrobacter freundii	-	3MKJ	Substrate+Cofactor
4.4.1.11	Q86D28	Entamoeba histolytica	-	3ACZ,3AEL,3AEN,3AEO,3AEM,3AEP,3AEJ	Substrate only
4.4.1.11	Q8KNG3	Micromonospora echinospora	-	4U1T,4Q31,4XQ2	Substrate only
4.4.1.11	Q8RDT4	Fusobacterium nucleatum subsp. nucleatum	-	6LXU	Substrate only
4.4.1.13	P06721	Escherichia coli	1CL1	4ITX,4ITG,2FQ6,2GQN,1CL2	Substrate only
4.4.1.20	Q16873	Homo sapiens	-	3PCV,4BPM,3LEO,2UUH,4JRZ,4JC7,4WAB,4JCZ,3HKK,3B29,2PNO	Substrate+Cofactor
4.4.1.20	Q60860	Mus musculus	-	4NTF,4NTB	Substrate+Cofactor
4.4.1.21	O34667	Bacillus subtilis	-	1J98,1IE0,2FQT,1YCL,2FQO,1JVI,1JQW	Substrate only
4.4.1.3	N8X9V6	Acinetobacter bereziniae	-	5Y4K,5XKY	Substrate only
4.4.1.3	Q5LT18	Ruegeria pomeroyi	-	5CU1	Substrate only
4.4.1.38	E5Y378	Bilophila wadsworthia	-	7KQ3	Substrate only
4.4.1.38	Q727N1	Desulfovibrio vulgaris	-	5YMR	Substrate only
4.4.1.41	E5Y7I4	Bilophila wadsworthia	-	6LON	Substrate only
4.4.1.5	Q04760	Homo sapiens	-	1QIP	Substrate+Cofactor
4.4.1.5	Q68RJ8	Leishmania major	-	2C21	Substrate only
4.4.1.9	I1L6I6	Glycine max	-	3VC3	Substrate only
4.4.1.9	T1KF23	Tetranychus urticae	-	6XO2,6PMU	Cofactor only
4.6.1.12	Q9CAK8	Arabidopsis thaliana	-	2PMP	Substrate only
4.6.1.17	P0A738	Escherichia coli	4PYD	4PYA,1EKS	Substrate only
4.6.1.18	P07998	Homo sapiens	1DZA	1Z7X,2Q4G	Substrate only
4.6.1.18	P61823	Bos taurus	6ETK,6ETL,1DY5,6ETN,6ETM,6ETP,6ETO,6ETQ,6F60,5OGH,6ETR,1O0H,1O0O,1RUV,7RSA,7P8R,2QCA,3DXG,7QHR,3DXH,7QPY,7Z6D,7QPZ,3OQY,1O0M,1O0N,8OQC,1Z6S,8OQE,1O0F,8OQF,5D6U,1Z6D,4OKF,8OQD,3LXO,6PVX,3D6O,1W4O,6PVW,3D6Q,3D6P,3D7B,8OQG,1BEL,3JW1,4L55,6PVV,3EV5,1W4Q,3EV3,1W4P,1RBW,4J60,4J61,1QHC,2G8R,2W5G,2W5K,2W5L,4G8V,3A1R,1AFK,1AFL,7Z6G,2XOG,2XOI,3D8Y,3EV6,3EV0,4J68,1JVU,5OLD,4J64,4ZZ4,4G8Y,2W5M,1Z3L,1JN4,5D97,1RNN,5OBE,3EUZ,5JMG,4J67,4J69,1LSQ,1RCA,1WBU,4G90,3EV4,3EUY,4J65,5OBD,3D8Z,5E5E,1RNM,1EOS,1EOW,3EV1,1RNQ,4QH3,1Z3P,1Z3M,6RSA,3EV2,6QE9,4J66,4J63,4J62,4J6A,5NA9,5OBC,1J80,5NJ7,1J81,1D5D,1D5E,1J7Z,1D5H,1FEV,5JML,3OR0,1J82,2W5I,3OQZ,1DFJ,1UN5,6GOK,2E33	2P45,2NUI,3QL1,4O37,1RPG,4WYZ,6XHF,6PVU,1RNC,1RND,4WYP,6XHD,6XHC,1ROB,3FL3,2P43,1RBD,1RAS,1RBH,1RBE,5JLG,1RBI,1RBF,2P44,2P42,9RSA,8RSA,1RBG,2RLN,4OT4,6XHE,1RAR,6YO1,3FL1,3FL0,4RTE,3FKZ,1RBC,1RSM,1U1B,5RSA,4S0Q,1RBN,1GV7,4RSK,5ET4,4YGW,3RID,1RPF,4S18,2OQF,2P48,2P47,2P46	Substrate only
4.6.1.2	A0A1Y2HEJ3	Catenaria anguillulae	5OYH	6SIR	Substrate only
4.6.1.24	P05798	Kitasatospora aureofaciens	1RGE,1RSN	1GMP,1GMR,2SAR	Substrate only
4.8.1.2	Q76K71	Rhodococcus sp. N-771	-	3A16,3A15,3A18,3A17	Substrate only
4.8.1.2	Q7WSJ4	Pseudomonas chlororaphis	-	3W08	Substrate only
4.98.1.1	P22830	Homo sapiens	-	3HCN,2HRC,3AQI,4F4D,3HCO,7CTC,1HRK,2QD4,3HCP,7CT7,3W1W,4KLR,2PO7,2QD1,2PO5,2QD3,2QD2,3HCR,2QD5,2PNJ,4KLC,2HRE,4MK4,4KLA,4KMM	Substrate only
4.98.1.1	P32396	Bacillus subtilis	-	2HK6,2Q2N,1C1H,2Q2O,1C9E,2Q3J	Substrate only
5.1.1.1	P0A6B4	Escherichia coli	-	2RJG,3B8V,3B8W,3B8T,3B8U	Substrate+Cofactor
5.1.1.1	P10724	Geobacillus stearothermophilus	2SFP	1XQL	Substrate+Cofactor
5.1.1.1	P94556	Bacillus subtilis	-	1ZUW	Substrate only
5.1.1.1	P9WPW9	Mycobacterium tuberculosis	-	5HJ7	Substrate only
5.1.1.1	Q180W0	Clostridioides difficile	4LUT	4LUS,4LUY	Substrate only
5.1.1.1	Q65YW7	Streptomyces lavendulae	-	1VFH	Substrate+Cofactor
5.1.1.1	Q8RAK6	Caldanaerobacter subterraneus subsp. tengcongensis	-	4Y2W	Substrate only
5.1.1.11	P0C062	Brevibacillus brevis	-	5ISX	Cofactor only
5.1.1.18	Q9GZT4	Homo sapiens	-	3L6B	Substrate+Cofactor
5.1.1.20	O34508	Bacillus subtilis	-	1TKK	Substrate only
5.1.1.21	M1GRN3	Lentilactobacillus buchneri	-	5WYF,5WYA	Substrate only
5.1.1.22	Q0FPQ4	Salipiger bermudensis	-	4H2H,2PMQ	Substrate only
5.1.1.24	Q03Z32	Leuconostoc mesenteroides subsp. mesenteroides	-	5ZL6	Substrate only
5.1.1.3	P56868	Aquifex pyrophilus	1B74	-	Substrate only
5.1.1.3	Q9A1B7	Streptococcus pyogenes	-	2OHV	Substrate only
5.1.1.4	H3ZMH5	Thermococcus litoralis	-	6J7C	Substrate only
5.1.1.5	M4GGR9	Proteus mirabilis	-	4DZA	Substrate only
5.1.1.5	Q04HB7	Oenococcus oeni	-	3CO8	Substrate+Cofactor
5.1.1.7	P44859	Haemophilus influenzae	-	2GKE,2GKJ,2Q9J,2Q9H	Substrate only
5.1.1.7	P9WP19	Mycobacterium tuberculosis	-	3FVE	Substrate only
5.1.2.1	F9USS9	Lactiplantibacillus plantarum	-	8EZH,8EZI,8EZF,6C1W,5HUQ	Substrate only
5.1.2.2	P11444	Pseudomonas putida	-	4X2P,4FP1,4M6U,1MDL,4HNC,7MQX,6VIM,1MNS,1DTN,1MDR,1MRA,3UXK,3UXL	Substrate only
5.1.3.1	Q9A1H8	Streptococcus pyogenes	-	2FLI	Substrate only
5.1.3.11	A4XGA6	Caldicellulosiruptor saccharolyticus	-	4Z4J,4Z4L	Substrate only
5.1.3.11	E0RU15	Spirochaeta thermophila	-	5ZIG	Substrate only
5.1.3.14	A0A0U1RGY0	Neisseria meningitidis serogroup A / serotype 4A	-	6VLB,6VLC	Substrate only
