EC_number	UniProt_ID	Organism_name	Substrate_only	Cofactor_only	Substrate+Cofactor	Apo_structures
4.2.1.1	P00918	Homo sapiens	5OGP_A,6SDL_A,6YQT_A,1RZC_A,2POU_A,4RUZ_A,1CNX_A,7OYM_B,4YX4_A,1IF5_A,3RYJ_B,1G54_A,6SYB_A,8CR0_X,1AVN_A,5U0F_A,1I9L_A,6YZW_A,4KAP_A,2NNG_A,4M2R_A,5ULN_A,4E3H_A,4KUW_A,3DC3_A,6SAS_A,6SDH_A,3K2F_A,7BI5_A,1I9M_A,5NYA_A,6RIG_A,8FAU_A,3RJ7_A,3F4X_A,6G3Q_A,7NZU_A,5LLG_A,5WGP_A,6KM0_A,1BV3_A,5T71_A,7JNZ_A,4E49_A,6YRI_A,7A6V_A,1LG6_A,3DCC_A,6SBL_A,6YH8_A,4Q6E_A,5BYI_A,6RG5_A,4ZX0_A,5JG5_B,3PJJ_A,6LVA_A,6YHB_A,5TI0_A,3DAZ_A,6HQX_A,4BF6_A,4QSA_A,6E8X_A,6LV1_A,2OSM_A,1CAZ_A,3V2M_A,5WEX_A,2EZ7_A,2POV_A,3M96_A,6S03_A,6YZM_A,3S72_B,3S76_A,6QL3_A,4M2U_A,6RHJ_A,3OKU_A,6YZR_A,4Q06_A,4Z1J_A,6E91_A,5J8Z_A,6OTK_A,6H3Q_A,2CA2_A,3M1J_A,3OYS_A,5SZ1_A,6ROF_A,6SFQ_A,4Q99_A,6RG3_A,6ODZ_A,5LVS_A,5LVS_B,1I9O_A,3C7P_A,4LP6_A,4LP6_B,6EQU_A,2H4N_A,2Q1Q_A,6YH5_A,7JNV_A,6GXE_A,6GDC_A,1CVA_A,2WD2_A,6UGN_A,5FLP_A,7SV1_A,8EXG_A,4JSZ_A,1OKN_A,4KV0_A,6SBH_A,6KM1_A,6RG4_A,3IBI_A,5NEA_A,5W8B_A,3T5U_A,1G45_A,3CYU_A,4MTY_A,1I9N_A,4MDL_A,6RH4_A,7U5W_A,4Q9Y_A,5OGO_A,6RMX_A,4Q78_A,5VGY_A,1CAO_A,6YZQ_A,5EOI_A,5FNJ_A,3N0N_A,1Z9Y_A,1ZGE_A,5N0E_A,6KM5_A,7QGX_A,5THN_A,5Y2R_A,6Z04_A,3M2N_A,3HKQ_A,6YH4_A,1RAY_A,6C7W_A,6SYS_A,6UH0_A,4DZ9_A,4E3D_A,6EBE_A,5AMD_A,1LGD_A,5C8I_A,7OYP_A,6RSZ_A,5AMG_A,8B29_A,6EDA_A,3EFI_A,3P44_A,6E8P_A,7JO2_A,4RFC_A,7K6X_A,4Z1N_A,4ZWI_A,2GEH_A,3MZC_A,4Q07_A,4RN4_A,5EKJ_A,5L9E_A,5L9E_B,5L9E_C,5L9E_D,5N25_A,6SG0_A,7RNY_A,8FR4_A,6B4D_A,6UGZ_A,6C7X_A,1G52_A,3M5S_A,4LHI_A,7U5X_A,3P3H_A,7AES_A,2VVB_X,5CAC_A,7QGY_A,4ILX_A,3ZP9_A,4RUX_A,6T4P_A,6OE0_A,3M5E_A,7K6K_A,7NZW_A,2X7S_A,3DD8_A,5JGT_B,1LUG_A,4K0T_A,5LJT_A,2FNN_A,7OYO_A,4FL7_A,6SBM_A,4Q90_A,5FNG_A,3S8X_A,3HLJ_A,5JG3_B,3F8E_A,8C0Q_A,4FIK_A,1BNW_A,6OUK_A,3D92_A,5L6T_A,5L6T_B,8C0R_A,3NB5_A,3OIL_A,1G1D_A,5FNH_A,7AGN_A,7AGN_B,7AGN_C,7AGN_D,6NLV_A,5SZ2_A,4PYY_A,4HEZ_A,6LV4_A,5FLR_A,6WQ9_A,3HKU_A,1YDD_A,1CIL_A,1CIM_A,2Q38_A,4WL4_A,5NXM_A,1CAY_A,6SX9_A,6YZK_A,6YZV_A,6OTI_A,7ASJ_A,7Q0C_A,7Q0C_B,8DJ9_A,6RL9_A,3D8W_A,5TFX_A,6HXD_A,6WKA_A,4MO8_A,1G4J_A,3ML2_A,4R5A_A,5TXY_A,1OKM_A,6S9Z_A,3P5A_A,7QGZ_A,1ZE8_A,4KNJ_A,5JN7_A,3RZ7_A,2GD8_A,1BNQ_A,3L14_A,4Q81_A,1G46_A,1I9P_A,4YXO_A,5UMC_A,7JO3_A,3RYY_A,6RIT_A,2FOQ_A,6FJJ_A,1CNY_A,2QOA_A,6RW1_A,5FNM_A,6YO7_A,4YXI_A,6RVK_A,3N3J_A,1EOU_A,1G0E_A,6OE1_A,3DBU_A,5DRS_A,3RZ5_A,8FQZ_A,4HEY_A,5A6H_A,8EXC_A,8FQX_A,6RMY_A,2WEG_A,7NTB_A,5FLS_A,6SB7_A,5BNL_A,8AAE_A,4ZWZ_A,3S74_B,3T85_A,4QY3_A,3P4V_A,8FAL_A,6YHA_A,1KWR_A,6GOT_A,4M2W_A,5LL8_A,5WLT_A,4JSA_A,1BN3_A,6OUD_A,5G03_A,5EHV_A,4RUY_A,3P5L_A,5NXP_A,6YZP_A,7K6U_A,1IF7_A,7SUY_A,6YKC_A,3RZ1_B,3D9Z_A,4PZH_A,5N1S_A,4FRC_A,6H33_A,1BIC_A,7RNZ_A,4YWP_B,3MNU_A,4R59_A,3IEO_A,5JN3_A,1IF4_A,1ZGF_A,4QIY_A,4QIY_B,4QIY_C,4QIY_D,5TYA_A,2HD6_A,4KUV_A,6YZN_A,1ZFK_A,3M2X_A,6OUI_A,7JNX_A,5LJQ_A,4Q7P_A,7JNR_A,4BF1_A,3CAJ_A,6BC9_A,2HOC_A,4QTL_A,3P3J_A,3RYV_B,4E3G_A,4Q49_A,6LUV_A,5NXV_A,3V2J_A,6U4T_A,6YOI_A,5JMZ_A,4Q08_A,6PEA_A,6KM6_A,6YH9_A,1TTM_A,4Q87_A,6EEH_A,7NZS_A,6SDJ_A,3HS4_A,5O07_A,6YKH_A,3DCW_A,4ZWY_A,6RS5_A,4Z0Q_A,5NY1_A,5SZ4_A,6RVL_A,5YUI_A,2O4Z_A,5NEE_A,5EH8_A,6XXT_X,5JE7_B,1G53_A,1BCD_A,2Q1B_A,1RZA_A,3M5T_A,3MHL_A,3MNA_A,4E4A_A,4FVO_A,4KUY_A,1CNB_A,2QO8_A,2FOU_A,5N1R_A,5NXI_A,5TY8_A,6Q3O_A,6Q3O_B,6Q3O_C,6Q3O_D,1CIN_A,3T83_A,6RZX_A,1BNN_A,6T9Z_A,6CJV_B,4Y0J_A,5NXO_A,4QSB_A,4JS6_A,2OSF_A,1CAH_A,5TY1_A,5FLT_A,4PXX_A,3IBL_A,1OQ5_A,5JQ0_A,2WEO_A,4K0S_A,7AEQ_A,5WLV_A,1G48_A,3V7X_A,3SAX_A,3T82_A,5JEH_B,3NI5_A,7OYR_C,7OYR_B,6HX5_A,4YGK_A,6LV6_A,6YH6_A,1CNW_A,6MBY_A,4FPT_A,4ZWX_A,6YPW_A,6YZL_A,3OIM_A,6RNP_A,4K13_A,3T84_A,6Q9T_A,6T7U_A,4ITO_A,2WEH_A,5EHW_A,5G0C_A,3RZ8_A,5LLC_A,5SZ3_A,7K6J_A,4Z1K_A,3R16_A,3P58_A,3M3X_A,5T72_A,3M1K_A,3MMF_A,5JES_B,3MHO_A,6SFU_A,6T4N_A,5DOH_A,5DOH_B,3IBN_A,2X7T_A,6YZS_A,3QYK_A,6UFD_A,6WQ7_A,2FOV_A,3S78_B,4MDM_A,3M2Y_A,6BBS_A,5EH5_A,6I1U_A,2HNC_A,5WLU_A,4Z1E_A,3PO6_A,4HEW_A,6YMA_A,7JOB_A,1XQ0_A,5WLR_A,5T75_A,6G6T_A,4YYT_A,5EH7_A,6WQ4_A,3SBH_A,8FR1_A,5THJ_A,4RFD_A,5NY6_A,6D1L_A,6GM9_A,7RRF_A,4CQ0_A,6T5C_A,6GCY_A,7OYQ_C,7OYQ_B,4KNI_A,7JO0_A,3MHM_A,6RKN_A,7JO1_A,3T5Z_A,6H34_A,4HF3_A,6SD7_A,6KLZ_A,4M2V_A,6E92_A,6YOK_A,3KKX_A,4MLX_A,1TEQ_X,2QP6_A,5LLH_A,4Q7V_A,4IWZ_A,1CRA_A,5OGN_A,5OGN_B,5SZ7_A,1LG5_A,6VKG_A,1AM6_A,4Q83_A,5LL4_A,5LL4_B,7M26_A,1OKL_A,6R6J_A,1I91_A,5Y2S_A,6OUM_A,5FDI_A,6LUZ_A,3OY0_A,2NNS_A,1UGF_A,7MU3_A,3M14_A,6QEB_A,4RIV_A,7K6T_A,2EU3_A,6D1M_A,6SAC_A,6UZU_A,3V5G_A,6ROB_A,7K6Z_A,6OUE_A,6B5A_A,2F14_A,4QEF_A,5GMN_A,6RFH_A,6YZU_A,6I3E_A,4Q8X_A,5JDV_B,6QL2_A,7M23_A,4Q09_A,5TH4_A,2CBD_A,1ZFQ_A,3FFP_X,6OTQ_A,6XVH_A,2FMG_A,7ONV_A,6LUX_A,3B4F_A,1BN4_A,2POW_A,6FJI_A,4QSI_A,2VVA_X,1ZH9_A,1YDB_A,1BNM_A,2ABE_A,5EKH_A,6RJJ_A,6RM1_A,2X7U_A,3SBI_A,6SG6_A,5E28_A,8FR2_A,2EU2_A,1UGB_A,6UGO_A,3M04_A,4YGN_A,5EIJ_A,1BNT_A,6BCC_A,6HZX_A,6HZX_B,1I9Q_A,3TMJ_A,6YHC_A,5SZ0_A,5AML_A,5CLU_A,6WQ8_A,7JNW_A,3OKV_A,7NZX_A,6R6F_A,6OUB_A,6YQU_A,1MOO_A,4N0X_B,3S75_B,1IF9_A,6RMP_A,5M78_A,4K0Z_A,6SEY_A,7JOC_A,5N24_A,1IF8_A,3EFT_A,4Q7W_A,1IF6_A,6YZO_A,6ZR8_A,5T74_A,1BNU_A,8EMU_A,6EEA_A,6I0W_A,1KWQ_A,6MBV_A,6UGP_A,6H29_A,4R5B_A,1CAN_A,3OIK_A,5G01_A,3OYQ_A,5WG7_A,2FMZ_A,6S9G_A,7Q0E_A,1YDA_A,4G0C_A,6T81_A,5DOG_A,5FNK_A,8FQY_A,6VJ3_A,6I2F_A,5LLE_A,3RYZ_A,5U0D_A,6EEO_A,1XPZ_A,6SDS_A,6HR3_A,1A42_A,3IGP_A,4MDG_A,4E5Q_A,4RH2_A,5E2R_A,3HKN_B,2WD3_A,3VBD_A,5BRV_A,7NZR_A,6UFC_A,6UGQ_A,6RRI_A,6YH7_A,6CEH_A,2HKK_A,5SZ6_A,5DSO_A,3IBU_A,5L70_A,5L70_B,6RHK_A,5FDC_A,3NJ9_A,4ZX1_A,3N4B_A,6UX1_A,5MJN_A,5EHE_A,4Q8Z_A,5L6K_A,5L6K_B,3D93_A,7NZT_A,4BCW_A,6SAY_A,1BN1_A,6U4Q_A,3K7K_A,6ROE_A,6YJ3_A,4YGL_A,6GXB_A,1H4N_A,3HFP_A,5JEG_B,6OUF_A,6RVF_A,3U7C_A,3RZ0_B,3BL0_A,4Q8Y_A,4FU5_A,7SV8_A,7RRE_A,4QJM_A,6YO2_A,4Q7S_A,5BRU_A,5N0D_A,5FNL_A,5FNI_A,4DZ7_A,8AA6_A,5NXW_A,6RQI_A,3DCS_A,3BET_A,3M98_A,6LV8_A,3PYK_A,7M24_A,6IC2_A,5FLO_A,1G4O_A,6UFB_A,1CAM_A,6T4O_A,3SAP_A,5U0G_A,6OTO_A,6WQ5_A,5NXG_A,5JQT_A,5E2S_A,6B59_A,4PYX_A,4RIU_A,2HL4_A,6YO4_A,3M40_A,7BHH_A,3DD0_A,6OTM_A,5NY3_A,5FLQ_A,6LV2_A,1I8Z_A,4N16_A,4ITP_A,4JSS_A,1ZSB_A,3RYX_B,5EKM_A,6ECZ_A,6H2Z_A,4HT0_A,2NNO_A,3HKT_B,3K34_A,3KIG_A,5TY9_A,6UGR_A,4MLT_A,5L3O_A,5L3O_B,5THI_A,4PQ7_A,6KM2_A,6QL1_A,4YVY_A,6OUJ_A,4Q6D_A,3M67_A,3S73_B,3S9T_A,5E2K_A,3KWA_A,3R17_B,8EYL_A,3KNE_A,3MYQ_A,6NM0_A,7SUW_A,2CBC_A,6OUH_A,3P55_A,5JEP_B,2NNV_A,3MHI_A,4E3F_A,5SZ5_A,6KM4_A,2AW1_A,1I90_A,4XE1_A,6SDI_A,1BNV_A,7K6I_A,7K6L_A,5JGS_B,3N2P_A,4YXU_A,6OTP_A,5U0E_A,7OYN_B,6PDV_A,4FVN_A,6YOL_A,6YZT_A,3S71_B,3MHC_A,3S77_B,2FOS_A,3M2Z_A,6YZX_A,2H15_A,3CA2_A,6YZJ_A,6PGX_A,3BL1_A,1F2W_A,2WEJ_A,4WW6_A,5LMD_A,6RRG_A	-	-	1H9N_A,2FNK_A,7OYM_A,1TG3_A,4JSW_A,3GZ0_A,1YO0_A,6LUU_A,5YUJ_A,1UGC_A,5DSR_A,5G0B_A,1YO1_A,2CBA_A,3KON_A,1UGA_A,2AX2_A,6LV9_A,1CVF_A,6KM3_A,1CNJ_A,12CA_A,6LV3_A,1FR7_A,1FR7_B,1FSQ_A,1FSQ_B,1MUA_A,5DSP_A,1YDC_A,1CVE_A,1CNH_A,1T9N_A,1CNC_A,1HCA_A,1RZD_A,1TE3_X,5DSM_A,3U47_A,4QK1_A,2FNM_A,3V3G_B,1TB0_X,1CAJ_A,3KOI_A,4K1Q_A,1DCB_A,1FQL_A,2NWZ_A,5BRW_A,1XEV_A,1XEV_B,1XEV_C,1XEV_D,1H9Q_A,1FQM_A,4L5V_A,4HBA_A,4ZAO_A,1CNI_A,5DSQ_A,2NXT_A,1G0F_A,3MNH_A,1HEC_A,4YWP_A,1CVH_A,4L5W_A,1YO2_A,3MWO_A,3MWO_B,1TEU_X,3DVC_A,1CVB_A,4CA2_A,1RAZ_A,1FQN_A,1UGG_A,3KS3_A,1CCT_A,1LZV_A,6H6S_A,6H6S_B,3M1Q_A,4IDR_X,5DSK_A,1UGE_A,6CJV_A,2NWO_A,7OYR_A,3U45_X,1CAL_A,3MNI_A,5DSL_A,6LV5_A,8CA2_A,6LV7_A,4L5U_A,1CVD_A,6YMB_A,1CNK_A,1FR4_A,1HEB_A,7OYQ_A,3V3F_A,1TH9_A,1THK_A,6CA2_A,3RLD_A,1CAK_A,1HED_A,4QK3_A,6LUY_A,1FQR_A,2NXS_A,3RGE_A,3RG4_A,3TVN_X,1HVA_A,1HEA_A,1FSN_A,1FSN_B,1CA3_A,4CAC_A,1CCU_A,1RZB_A,1CNG_A,3TVO_X,1XEG_A,4QK2_A,1ZSA_A,1DCA_A,2NXR_A,3MNK_A,6LUW_A,1CVC_A,2ILI_A,3DV7_A,5CA2_A,3HKN_A,3RG3_A,3V3I_B,2NWP_A,4YGJ_A,4GL1_X,3MNJ_A,2CBB_A,1RZE_A,9CA2_A,1CA2_A,3V3J_A,1CAI_A,2CBE_A,3KOK_A,3DVD_A,1TBT_X,2NWY_A,1FSR_A,1FSR_B,3HKT_A,3V3H_B,5YUK_A,5ZXW_A,3U3A_X,3DVB_A,3M1W_A,1TG9_A,1CCS_A,7CA2_A,6HD2_A,1UGD_A,1ZSC_A,7OYN_A,3DC9_A,1G3Z_A
4.2.1.1	P07451	Sander vitreus	-	-	-	3UYN_A,1Z93_A,3UYQ_A,1Z97_A,2HFW_A
4.2.1.1	P40881	Methanosarcina thermophila	1QRE_A,3OW5_A,1QRL_A,3OU9_A	-	-	3OTM_A,3OTZ_A,1QRM_A,1QRG_A,3OUP_A,1THJ_A,1THJ_B,1THJ_C,1QQ0_A,1QRF_A
4.2.1.1	Q16790	Homo sapiens	6G9U_A,6G9U_B,6G9U_C,6G9U_D,6RQW_A,6TL6_A,6TL6_B,6TL6_C,6TL6_D,6QUT_A,6QUT_B,6QUT_C,6QUT_D,6Y74_C,6Y74_D,6FE1_A,6FE1_B,6FE1_C,6FE1_D,5FL6_A,5FL6_B,5FL6_C,5FL6_D,6TL5_A,6TL5_B,6TL5_C,6TL5_D,6QN6_A,6QN6_B,6QN6_C,6QN6_D,5DVX_A,7POM_A,7POM_B,7POM_C,7POM_D,6RQQ_A,6RQQ_C,5FL5_A,5FL5_B,5FL5_C,5FL5_D,6FE0_A,6FE0_B,6FE0_C,6FE0_D,6G98_A,6G98_B,6G98_C,6G98_D,6QN2_A,6QN2_B,6QN2_C,6QN2_D,6QN5_A,6QN5_B,6QN5_C,6QN5_D,5FL4_A,5FL4_B,5FL4_C,5FL4_D,3IAI_A,3IAI_B,3IAI_C,3IAI_D,3IAI_E,3IAI_F,3IAI_G,3IAI_H	-	-	2HKF_L,2HKF_H,2HKF_P,6RQU_A,6Y74_A,6Y74_B,5DVX_B,6FE2_A,6FE2_B,6FE2_C,6FE2_D,6RQN_A
4.2.1.1	Q54735	Synechocystis sp. PCC 6803 / Kazusa	5SWC_A,5SWC_B,5SWC_C,5SWC_D,5SWC_E,5SWC_F	-	-	-
4.2.1.1	C1DTU5	Sulfurihydrogenibium azorense	4X5S_A,4X5S_B	-	-	-
4.2.1.10	A1SZA3	Psychromonas ingrahamii	6HSU_A,6HSU_B,6HSU_C,6HSU_D,6HSU_E,6HSU_F,6HSU_G,6HSU_H,6HSU_I,6HSU_J,6HSU_K,6HSU_L,6HSR_A,6HSR_B,6HSR_C,6HSR_D	-	-	6HSQ_A,6HSQ_B,6HSQ_C,6HSQ_D
4.2.1.10	D4S0D1	Butyrivibrio crossotus	6HSA_A,6HS8_A,6HS9_A	-	-	-
4.2.1.10	O30557	Pseudomonas aeruginosa	-	-	-	4L8L_A
4.2.1.10	P15474	Streptomyces coelicolor	1GTZ_A,1GTZ_B,1GTZ_C,1GTZ_D,1GTZ_E,1GTZ_F,1GTZ_G,1GTZ_H,1GTZ_I,1GTZ_J,1GTZ_K,1GTZ_L,1V1J_A,1V1J_B,1V1J_C,1V1J_D,1V1J_E,1V1J_F,1V1J_G,1V1J_H,1V1J_I,1V1J_J,1V1J_K,1V1J_L,1GU0_A,1GU0_D,1GU0_G,1GU0_J,2CJF_A,2CJF_B,2CJF_C,2CJF_D,2CJF_E,2CJF_F,2CJF_G,2CJF_H,2CJF_I,2CJF_J,2CJF_K,2CJF_L,1GU1_A,1GU1_B,1GU1_C,1GU1_D,1GU1_E,1GU1_F,1GU1_G,1GU1_H,1GU1_I,1GU1_J,1GU1_K,1GU1_L,1D0I_A,1D0I_D,1D0I_G,1D0I_J,2BT4_A,2BT4_B,2BT4_C,2BT4_D,2BT4_E,2BT4_F,2BT4_G,2BT4_H,2BT4_I,2BT4_J,2BT4_K,2BT4_L	-	-	1GU0_B,1GU0_C,1GU0_E,1GU0_F,1GU0_H,1GU0_I,1GU0_K,1GU0_L,1D0I_B,1D0I_C,1D0I_E,1D0I_F,1D0I_H,1D0I_I,1D0I_K,1D0I_L
4.2.1.10	P24670	Salmonella enterica subsp. enterica serovar Typhi	4UIO_A,6H5D_A,6H5D_B,1L9W_A,1L9W_B,1L9W_C,1L9W_D,6H5J_A,6H5C_A,6H5C_B,6H5G_A,4CNN_B,1QFE_A,1QFE_B,4CLM_A,4CLM_B,4CNP_A,4CNP_B,4CNO_A,4CNO_B,4CNO_C,4CNO_D,6SFE_A,6SFE_B,6SFG_A	-	-	4CNN_A,1GQN_A
4.2.1.10	P36923	Enterococcus faecalis	-	-	-	4PH6_A,4PH6_B
4.2.1.10	P54517	Bacillus subtilis	-	-	-	1GQO_A,1GQO_B,1GQO_C,1GQO_D,1GQO_E,1GQO_F,1GQO_G,1GQO_H,1GQO_I,1GQO_J,1GQO_K,1GQO_L,1GQO_M,1GQO_N,1GQO_O,1GQO_P,1GQO_Q,1GQO_R,1GQO_S,1GQO_T,1GQO_U,1GQO_V,1GQO_X,1GQO_Y
4.2.1.10	P58687	Salmonella enterica	3LB0_A,3LB0_B,3NNT_A,3NNT_B,4GUG_A,4GUG_B,4GUJ_A,4GUJ_B,4IUO_A,4IUO_B,4GUI_A,4GUI_B,3S42_B,3S42_A,4GUH_A,4GUH_B,3M7W_A,3M7W_B,3M7W_C,3M7W_D,3M7W_E,3M7W_F	-	-	4GFS_A,4GFS_B,3L2I_A,3L2I_B,3O1N_A,3O1N_B,4GUF_A,4GUF_B,3OEX_A,3OEX_B,3OEX_C,3OEX_D
4.2.1.10	P9WPX7	Mycobacterium tuberculosis	1H0S_A,4KIW_A,4KIW_B,4KIW_C,4KIW_D,4KIW_E,4KIW_G,4KIW_H,4KIW_J,4KIW_K,4KIW_L,4KIW_M,4KIW_N,4KIW_O,4KIW_P,4KIW_Q,4KIW_R,4KIW_S,4KIW_T,4KIW_U,4KIW_V,4KIW_W,4KIW_X,3N7A_A,3N7A_B,3N7A_C,3N7A_D,3N7A_E,3N7A_F,3N7A_G,3N7A_H,3N7A_I,3N7A_J,3N7A_K,3N7A_L,3N7A_M,3N7A_N,3N7A_O,3N7A_P,3N7A_Q,3N7A_R,3N7A_S,3N7A_T,3N7A_U,3N7A_V,3N7A_W,3N7A_X,3N87_A,3N87_B,3N87_C,3N87_D,3N87_E,3N87_F,3N87_G,3N87_H,3N87_I,3N87_J,3N87_K,3N87_L,3N87_M,3N87_N,3N87_O,3N87_P,3N87_Q,3N87_R,3N87_S,3N87_T,3N87_U,3N87_V,3N87_W,3N87_X,1H0R_A,4CIX_A,2Y77_A,4B6O_A,4KIU_A,4KIU_B,4KIU_C,4KIU_D,4KIU_E,4KIU_F,4KIU_G,4KIU_H,4KIU_I,4KIU_J,4KIU_K,4KIU_L,4KIU_N,4KIU_O,4KIU_P,4KIU_Q,4KIU_R,4KIU_T,4KIU_U,4KIU_V,4KIU_W,4KIU_X,4CIY_A,4KIJ_A,2Y76_A,4V0S_A,4V0S_B,4KI7_A,4KI7_B,4KI7_C,4KI7_D,4KI7_E,4KI7_F,4KI7_G,4KI7_H,4KI7_I,4KI7_J,4KI7_K,4KI7_L,4KI7_N,4KI7_O,4KI7_P,4KI7_R,4KI7_S,4KI7_T,4KI7_U,4KI7_V,4KI7_W,4KI7_X,4B6P_A,2Y71_A,3N86_A,3N86_B,3N86_C,3N86_D,3N86_E,3N86_F,3N86_G,3N86_H,3N86_I,3N86_J,3N86_K,3N86_L,3N86_M,3N86_N,3N86_O,3N86_P,3N86_Q,3N86_R,3N86_S,3N86_T,3N86_U,3N86_V,3N86_W,3N86_X,4CIW_A,4CKY_A,4B6Q_A,4CKX_A,3N76_A,3N8N_A,3N8N_B,3N8N_C,3N8N_D,3N8N_E,3N8N_F,3N8N_G,3N8N_I,3N8N_J,3N8N_K,3N8N_L,3N8N_T,3N8N_U,3N8N_V,3N59_C,3N59_G,3N8K_A,3N8K_B,3N8K_C,3N8K_D,3N8K_E,3N8K_F,3N8K_G,3N8K_H,3N8K_I,3N8K_J,3N8K_K,3N8K_L,3N8K_M,3N8K_N,3N8K_O,3N8K_P,3N8K_R,3N8K_S,3N8K_T,3N8K_U,3N8K_V,3N8K_W,4CL0_A,2XB8_A,4CIV_A	-	-	4KIW_F,4KIW_I,1H05_A,4KIU_M,4KIU_S,4CKW_A,4CKW_B,4CKW_C,4CKW_D,4KI7_M,4KI7_Q,2DHQ_A,3N8N_H,3N8N_M,3N8N_N,3N8N_O,3N8N_P,3N8N_Q,3N8N_R,3N8N_S,3N8N_W,3N8N_X,4CKZ_A,4CKZ_B,3N59_A,3N59_B,3N59_D,3N59_E,3N59_F,3N59_H,3N59_I,3N59_J,3N59_K,3N59_L,3N59_M,3N59_N,3N59_O,3N59_P,3N59_Q,3N59_R,3N59_S,3N59_T,3N59_U,3N59_V,3N59_W,3N59_X,3N8K_Q,3N8K_X
4.2.1.10	Q48255	Helicobacter pylori	4B6R_A,4B6R_B,4B6R_C,2XDA_A,1J2Y_A,4B6S_A,4B6S_B,4B6S_C,2C57_A,2C57_B,2C57_C,2C57_D,2C57_E,2C57_F,2C57_G,2C57_H,2C57_I,2C57_J,2C57_K,2C57_L,2XB9_A,2XB9_B,2XB9_C,2XD9_A,2XD9_B,2XD9_C,2C4V_A,2C4W_A,2WKS_A,2WKS_B,2WKS_C,2WKS_D,2WKS_E,2WKS_F	-	-	-
4.2.1.103	Q4K977	Pseudomonas fluorescens	6NI6_A,6NI6_B,3NOQ_A,3NOQ_B,3NOR_A,6NI9_A,6NI9_B,6NIA_A,6NIA_B,3NOO_A,3NOO_B,6UND_A,6UND_B,6NI5_A,6NI5_B,3NON_A,3NON_B,6NI7_A,6NI7_B	-	-	7LAX_A,7LA3_A,7LA3_B,6NPQ_A,6NPQ_B,7LA0_A,7LA0_B,7LDO_A,7LDM_A,6NI4_A,7L9Q_A,7L9Q_B,7L9S_A,7L9S_B,7LBI_A,7LBI_B,7L9W_A,7L9W_B,7LDI_A,3NOV_A,6UNF_A,6UNF_B,7LAV_A,7LB9_A,7LDB_A,7LDB_B,7LD7_A,7LD7_B,7LBH_A,7LBH_B,7LD6_A,7LD6_B,6NI8_A,6NI8_B,7LCX_A,7LCX_B,7L9Z_A,7L9Z_B
4.2.1.106	B0NI18	[Clostridium] scindens	4LEH_A,4LEH_B,4LEH_C	-	-	-
4.2.1.106	B4YSU1	[Clostridium] hylemonae	4L8O_A	-	-	-
4.2.1.106	Q9RB47	Peptacetobacter hiranonis	4L8P_A,4N3V_A,4N3V_B	-	-	-
4.2.1.108	Q1GNW6	Sphingopyxis alaskensis	5BY5_A	-	-	5BXX_A,5BXX_B,5BXX_C,5BXX_D
4.2.1.113	P29208	Escherichia coli	1FHV_A,1R6W_A	-	-	1FHU_A,2OFJ_A,2OFJ_B,2OFJ_C,2OFJ_D
4.2.1.113	Q47Q21	Thermobifida fusca	2QVH_A,2QVH_B,2OPJ_A	-	-	-
4.2.1.116	A4YI89	Metallosphaera sedula	5ZAI_A,5ZAI_B,5ZAI_C,5ZAI_D,5ZAI_E,5ZAI_F	-	-	-
4.2.1.130	P31658	Escherichia coli	1N57_A	-	-	1ONS_A,1PV2_A,1PV2_B,1PV2_C,1PV2_D,1PV2_E,1PV2_F,1PV2_G,1PV2_H,1IZY_A,1IZY_B,1IZZ_A
4.2.1.130	P45470	Escherichia coli	-	-	-	1OI4_A,1OI4_B
4.2.1.130	Q04432	Saccharomyces cerevisiae	1QVZ_A,1QVZ_B,1QVV_A,1QVV_B,1QVV_C,1QVV_D,1QVW_A,1QVW_B	-	-	4QYX_A
4.2.1.130	Q10356	Schizosaccharomyces pombe	4GE0_A,4GE0_B,4GE0_C,4GE0_D,4GE3_A,4GE3_B,4GE3_C,4GE3_D,4QYT_A,4QYT_B,4QYT_C,4QYT_D	-	-	-
4.2.1.130	Q46948	Escherichia coli	-	-	-	2AB0_A,2AB0_B,5SY4_A,5SY4_B
4.2.1.148	A9WC34	Chloroflexus aurantiacus	4E3E_A,4E3E_B	-	-	-
4.2.1.154	P39890	Streptomyces glaucescens	-	-	-	1TUW_A
4.2.1.156	Q8ZL58	Salmonella enterica subsp. enterica serovar Typhimurium	2PP3_A,2PP3_B,2PP3_C,2PP1_A,2PP1_B,2PP1_C,2PP1_D,2PP1_E,2PP1_F	-	-	2PP0_A,2PP0_B,2PP0_C
4.2.1.158	Q8EMJ9	Oceanobacillus iheyensis	3ES8_A,3ES8_B,3ES8_C,3ES8_D,3ES8_E,3ES8_F,3ES8_G,3ES8_H,3ES7_A,3ES7_B,3HPF_A,3HPF_B	-	-	2OQY_A,2OQY_B,2OQY_C,2OQY_D,2OQY_E,2OQY_F,2OQY_G,2OQY_H,3GD6_A,3FYY_A,3FYY_B
4.2.1.171	A0NXQ8	Roseibium aggregatum	-	-	-	4MGG_A,4MGG_B,4MGG_C,4MGG_D,4MGG_E,4MGG_F,4MGG_G,4MGG_H
4.2.1.176	A0NP48	Roseibium aggregatum	-	-	-	3STP_A
